AA,BB,CC,DD,EE,Value
AA,BB,CC,DD,EE,Value
AAdk,BBtw,CChv,DDnt,EEdn,99.79
AAdk,BBtw,CChv,DDtv,EEmn,70.66
AAdk,BBtw,CChv,DDpw,EEfh,70.69
AAdk,BBst,CCnw,DDnt,EEdn,10.01
AAdk,BBst,CCnw,DDtv,EEmn,11.35
AAdk,BBst,CCnw,DDpw,EEfh,43.39
AAdk,BBtw,CChv,DDnt,EEdn,75.32
AAdk,BBtw,CChv,DDtv,EEmn,15.44
AAdk,BBtw,CChv,DDpw,EEfh,48.03
AAdk,BBst,CCnw,DDnt,EEdn,56.63
AAdk,BBst,CCnw,DDtv,EEmn,21.1
AAdk,BBst,CCnw,DDpw,EEfh,56.95
AAdk,BBtw,CChv,DDnt,EEdn,58.23
AAdk,BBtw,CChv,DDtv,EEmn,61.75
AAdk,BBtw,CChv,DDpw,EEfh,31.48
