Import-AAdk,BB,CC,DD,Value
AA,BB,CC,DD,Value
AAdk,BBtw,CChv,DDnt,11.73
AAdk,BBtw,CCst,DDnw,396.72
AAdk,BBtw,CCbx,DDrz,273.71
AAdk,BBtw,CChv,DDcl,662.7
AAdk,BBtw,CCst,DDlp,791.12
AAdk,BBtw,CCbx,DDcs,156.25
AAdk,BBtw,CChv,DDhm,288.77
AAdk,BBtw,CCst,DDdf,932.94
AAdk,BBtw,CCbx,DDnt,689.14
AAdk,BBrv,CChv,DDnt,949.32
AAdk,BBrv,CCst,DDnw,438.9
AAdk,BBrv,CCbx,DDrz,439.12
AAdk,BBrv,CChv,DDcl,437.1
AAdk,BBrv,CCst,DDlp,194.3
AAdk,BBrv,CCbx,DDcs,834.94
AAdk,BBrv,CChv,DDhm,840.54
AAdk,BBrv,CCst,DDdf,336.0
AAdk,BBrv,CCbx,DDnt,81.12
AAdk,BBmn,CChv,DDnt,724.46
AAdk,BBmn,CCst,DDnw,340.46
AAdk,BBmn,CCbx,DDrz,856.61
AAdk,BBmn,CChv,DDcl,216.26
AAdk,BBmn,CCst,DDlp,729.23
AAdk,BBmn,CCbx,DDcs,731.86
AAdk,BBmn,CChv,DDhm,350.13
AAdk,BBmn,CCst,DDdf,610.63
AAdk,BBmn,CCbx,DDnt,996.29
AAdk,BBtw,CChv,DDnt,619.03
AAdk,BBtw,CCst,DDnw,501.91
AAdk,BBtw,CCbx,DDrz,374.45
AAdk,BBtw,CChv,DDcl,632.85
AAdk,BBtw,CCst,DDlp,249.48
AAdk,BBtw,CCbx,DDcs,506.13
AAdk,BBtw,CChv,DDhm,635.12
AAdk,BBtw,CCst,DDdf,508.89
AAdk,BBtw,CCbx,DDnt,253.37
