AAdk-Export,BB,CC,DD,Value
AA,BB,CC,DD,Value
AAdk,BBtw,CChv,DDnt,263.15
AAdk,BBtw,CCst,DDnw,529.73
AAdk,BBtw,CChv,DDrz,530.33
AAdk,BBtw,CCst,DDcl,151.43
AAdk,BBtw,CChv,DDlp,152.29
AAdk,BBtw,CCst,DDcs,925.94
AAdk,BBrv,CChv,DDnt,159.82
AAdk,BBrv,CCst,DDnw,290.44
AAdk,BBrv,CChv,DDrz,291.59
AAdk,BBrv,CCst,DDcl,297.72
AAdk,BBrv,CChv,DDlp,300.65
AAdk,BBrv,CCst,DDcs,194.62
AAdk,BBmn,CChv,DDnt,844.55
AAdk,BBmn,CCst,DDnw,718.27
AAdk,BBmn,CChv,DDrz,207.07
AAdk,BBmn,CCst,DDcl,80.44
AAdk,BBmn,CChv,DDlp,90.81
AAdk,BBmn,CCst,DDcs,603.57
AAdk,BBtw,CChv,DDnt,475.64
AAdk,BBtw,CCst,DDnw,613.79
AAdk,BBtw,CChv,DDrz,870.98
AAdk,BBtw,CCst,DDcl,234.76
AAdk,BBtw,CChv,DDlp,375.58
AAdk,BBtw,CCst,DDcs,889.24
