AAdk-Export,BB,CC,DD,EE,Value
AA,BB,CC,DD,EE,Value
AAdk,BBtw,CChv,DDnt,EEdn,647.99
AAdk,BBtw,CChv,DDtv,EEmn,648.73
AAdk,BBtw,CChv,DDnt,EEfh,399.34
AAdk,BBtw,CChv,DDtv,EElp,532.91
AAdk,BBtw,CChv,DDnt,EEfx,661.93
AAdk,BBtw,CChv,DDtv,EEhr,418.51
AAdk,BBst,CChv,DDnt,EEdn,546.84
AAdk,BBst,CChv,DDtv,EEmn,168.65
AAdk,BBst,CChv,DDnt,EEfh,297.26
AAdk,BBst,CChv,DDtv,EElp,942.15
AAdk,BBst,CChv,DDnt,EEfx,433.73
AAdk,BBst,CChv,DDtv,EEhr,306.26
AAdk,BBrz,CChv,DDnt,EEdn,562.65
AAdk,BBrz,CChv,DDtv,EEmn,951.17
AAdk,BBrz,CChv,DDnt,EEfh,835.94
AAdk,BBrz,CChv,DDtv,EElp,68.56
AAdk,BBrz,CChv,DDnt,EEfx,201.58
AAdk,BBrz,CChv,DDtv,EEhr,717.26
AAdk,BBtw,CChv,DDnt,EEdn,461.8
AAdk,BBtw,CChv,DDtv,EEmn,86.99
AAdk,BBtw,CChv,DDnt,EEfh,982.93
AAdk,BBtw,CChv,DDtv,EElp,214.52
AAdk,BBtw,CChv,DDnt,EEfx,346.31
AAdk,BBtw,CChv,DDtv,EEhr,476.47
AAdk,BBst,CChv,DDnt,EEdn,744.23
AAdk,BBst,CChv,DDtv,EEmn,616.12
AAdk,BBst,CChv,DDnt,EEfh,752.09
AAdk,BBst,CChv,DDtv,EElp,500.13
AAdk,BBst,CChv,DDnt,EEfx,248.3
AAdk,BBst,CChv,DDtv,EEhr,764.27
