Import-AAdk,BB,CC,DD,Value
AA,BB,CC,DD,Value
AAdk,BBtw,CChv,DDnt,649.42
AAdk,BBtw,CCst,DDnw,525.09
AAdk,BBtw,CCbx,DDrz,270.94
AAdk,BBtw,CChv,DDcl,409.54
AAdk,BBtw,CCst,DDlp,158.71
AAdk,BBtw,CCbx,DDcs,293.34
AAdk,BBtw,CChv,DDhm,677.3
AAdk,BBtw,CCst,DDdf,551.22
AAdk,BBtw,CCbx,DDnt,686.0
AAdk,BBrv,CChv,DDnt,189.79
AAdk,BBrv,CCst,DDnw,65.0
AAdk,BBrv,CCbx,DDrz,712.88
AAdk,BBrv,CChv,DDcl,81.14
AAdk,BBrv,CCst,DDlp,722.66
AAdk,BBrv,CCbx,DDcs,214.89
AAdk,BBrv,CChv,DDhm,984.26
AAdk,BBrv,CCst,DDdf,602.03
AAdk,BBrv,CCbx,DDnt,987.53
AAdk,BBtw,CChv,DDnt,219.8
AAdk,BBtw,CCst,DDnw,605.97
AAdk,BBtw,CCbx,DDrz,730.78
AAdk,BBtw,CChv,DDcl,95.75
AAdk,BBtw,CCst,DDlp,104.62
AAdk,BBtw,CCbx,DDcs,880.0
AAdk,BBtw,CChv,DDhm,497.62
AAdk,BBtw,CCst,DDdf,377.1
AAdk,BBtw,CCbx,DDnt,892.27
