Import-AAdk,BB,CC,DD,Value
AA,BB,CC,DD,Value
AAdk,BBtw,CChv,DDnt,800.85
AAdk,BBtw,CCst,DDnw,512.29
AAdk,BBtw,CChv,DDrz,899.8
AAdk,BBtw,CCst,DDcl,483.03
AAdk,BBtw,CChv,DDlp,227.04
AAdk,BBtw,CCst,DDcs,484.16
AAdk,BBrv,CChv,DDnt,488.77
AAdk,BBrv,CCst,DDnw,233.69
AAdk,BBrv,CChv,DDrz,72.51
AAdk,BBrv,CCst,DDcl,649.06
AAdk,BBrv,CChv,DDlp,731.63
AAdk,BBrv,CCst,DDcs,690.87
AAdk,BBtw,CChv,DDnt,566.01
AAdk,BBtw,CCst,DDnw,854.88
AAdk,BBtw,CChv,DDrz,632.45
AAdk,BBtw,CCst,DDcl,379.11
AAdk,BBtw,CChv,DDlp,350.45
AAdk,BBtw,CCst,DDcs,191.73
