AAdk-Export,BB,CC,DD,Value
AA,BB,CC,DD,Value
AAdk,BBtw,CChv,DDnt,257.55
AAdk,BBtw,CCst,DDnw,130.53
AAdk,BBtw,CCbx,DDrz,134.19
AAdk,BBtw,CChv,DDcl,134.84
AAdk,BBtw,CCst,DDlp,648.88
AAdk,BBtw,CCbx,DDcs,267.88
AAdk,BBtw,CChv,DDhm,525.99
AAdk,BBtw,CCst,DDnt,913.26
AAdk,BBtw,CCbx,DDnw,530.99
AAdk,BBrv,CChv,DDnt,661.46
AAdk,BBrv,CCst,DDnw,153.44
AAdk,BBrv,CCbx,DDrz,282.0
AAdk,BBrv,CChv,DDcl,168.47
AAdk,BBrv,CCst,DDlp,174.49
AAdk,BBrv,CCbx,DDcs,819.82
AAdk,BBrv,CChv,DDhm,180.77
AAdk,BBrv,CCst,DDnt,180.78
AAdk,BBrv,CCbx,DDnw,440.68
AAdk,BBmn,CChv,DDnt,696.2
AAdk,BBmn,CCst,DDnw,58.01
AAdk,BBmn,CCbx,DDrz,705.97
AAdk,BBmn,CChv,DDcl,324.3
AAdk,BBmn,CCst,DDlp,712.74
AAdk,BBmn,CCbx,DDcs,843.28
AAdk,BBmn,CChv,DDhm,844.31
AAdk,BBmn,CCst,DDnt,461.96
AAdk,BBmn,CCbx,DDnw,84.25
AAdk,BBtw,CChv,DDnt,216.31
AAdk,BBtw,CCst,DDnw,88.01
AAdk,BBtw,CCbx,DDrz,858.48
AAdk,BBtw,CChv,DDcl,990.35
AAdk,BBtw,CCst,DDlp,353.67
AAdk,BBtw,CCbx,DDcs,615.32
AAdk,BBtw,CChv,DDhm,872.21
AAdk,BBtw,CCst,DDnt,506.85
AAdk,BBtw,CCbx,DDnw,383.51
