AA,BB,CC,Value
AA,BB,CC,Value
AAdk,BBtw,CChv,2.27
AAdk,BBdn,CCrv,4.3
AAdk,BBnw,CCtv,6.27
AAdk,BBtw,CCrz,6.3
AAdk,BBdn,CCfh,7.35
AAdk,BBnw,CCdl,9.75
AAdk,BBtw,CCjz,10.59
AAdk,BBdn,CChv,7.99
AAdk,BBnw,CCrv,10.51
AAnt,BBtw,CChv,13.88
AAnt,BBdn,CCrv,8.62
AAnt,BBnw,CCtv,15.53
AAnt,BBtw,CCrz,14.78
AAnt,BBdn,CCfh,11.89
AAnt,BBnw,CCdl,18.42
AAnt,BBtw,CCjz,21.19
AAnt,BBdn,CChv,23.66
AAnt,BBnw,CCrv,24.95
AAst,BBtw,CChv,25.06
AAst,BBdn,CCrv,26.33
AAst,BBnw,CCtv,26.8
AAst,BBtw,CCrz,26.35
AAst,BBdn,CCfh,27.39
AAst,BBnw,CCdl,27.98
AAst,BBtw,CCjz,26.89
AAst,BBdn,CChv,26.44
AAst,BBnw,CCrv,7.47
