Import-AAdk,BB,CC,DD,Value
AA,BB,CC,DD,Value
AAdk,BBtw,CChv,DDnt,512.45
AAdk,BBtw,CCst,DDnw,128.3
AAdk,BBtw,CCbx,DDrz,648.92
AAdk,BBtw,CChv,DDcl,11.04
AAdk,BBtw,CCst,DDlp,920.11
AAdk,BBtw,CCbx,DDcs,793.48
AAdk,BBtw,CChv,DDhm,666.7
AAdk,BBtw,CCst,DDnt,920.55
AAdk,BBtw,CCbx,DDnw,677.91
AAdk,BBrv,CChv,DDnt,175.68
AAdk,BBrv,CCst,DDnw,307.94
AAdk,BBrv,CCbx,DDrz,564.56
AAdk,BBrv,CChv,DDcl,820.16
AAdk,BBrv,CCst,DDlp,440.61
AAdk,BBrv,CCbx,DDcs,569.41
AAdk,BBrv,CChv,DDhm,707.38
AAdk,BBrv,CCst,DDnt,579.24
AAdk,BBrv,CCbx,DDnw,195.26
AAdk,BBtw,CChv,DDnt,711.18
AAdk,BBtw,CCst,DDnw,970.23
AAdk,BBtw,CCbx,DDrz,970.49
AAdk,BBtw,CChv,DDcl,330.66
AAdk,BBtw,CCst,DDlp,725.2
AAdk,BBtw,CCbx,DDcs,217.85
AAdk,BBtw,CChv,DDhm,220.77
AAdk,BBtw,CCst,DDnt,628.07
AAdk,BBtw,CCbx,DDnw,117.54
