AAdk-Export,BB,CC,DD,Value
AA,BB,CC,DD,Value
AAdk,BBtw,CChv,DDnt,259.53
AAdk,BBtw,CCst,DDnw,516.32
AAdk,BBtw,CChv,DDrz,648.08
AAdk,BBtw,CCst,DDcl,137.49
AAdk,BBtw,CChv,DDlp,663.66
AAdk,BBtw,CCst,DDnt,158.16
AAdk,BBrv,CChv,DDnt,170.94
AAdk,BBrv,CCst,DDnw,941.2
AAdk,BBrv,CChv,DDrz,558.45
AAdk,BBrv,CCst,DDcl,947.79
AAdk,BBrv,CChv,DDlp,55.15
AAdk,BBrv,CCst,DDnt,840.23
AAdk,BBmn,CChv,DDnt,584.39
AAdk,BBmn,CCst,DDnw,202.38
AAdk,BBmn,CChv,DDrz,77.21
AAdk,BBmn,CCst,DDcl,977.96
AAdk,BBmn,CChv,DDlp,986.78
AAdk,BBmn,CCst,DDnt,91.67
AAdk,BBtw,CChv,DDnt,993.29
AAdk,BBtw,CCst,DDnw,226.58
AAdk,BBtw,CChv,DDrz,614.11
AAdk,BBtw,CCst,DDcl,360.73
AAdk,BBtw,CChv,DDlp,879.17
AAdk,BBtw,CCst,DDnt,764.26
