AA,BB,CC,Value
AA,BB,CC,Value
AAdk,BBtw,CChv,1.83
AAdk,BBdn,CCrv,1.65
AAdk,BBnw,CCtv,1.16
AAdk,BBtw,CCrz,5.26
AAdk,BBdn,CCfh,7.79
AAdk,BBnw,CCdl,8.68
AAdk,BBtw,CCjz,9.8
AAdk,BBdn,CChv,10.54
AAdk,BBnw,CCrv,11.0
AAnt,BBtw,CChv,11.81
AAnt,BBdn,CCrv,12.42
AAnt,BBnw,CCtv,13.98
AAnt,BBtw,CCrz,12.21
AAnt,BBdn,CCfh,16.2
AAnt,BBnw,CCdl,17.5
AAnt,BBtw,CCjz,11.44
AAnt,BBdn,CChv,19.75
AAnt,BBnw,CCrv,11.67
AAst,BBtw,CChv,20.47
AAst,BBdn,CCrv,22.71
AAst,BBnw,CCtv,23.3
AAst,BBtw,CCrz,23.43
AAst,BBdn,CCfh,23.83
AAst,BBnw,CCdl,26.61
AAst,BBtw,CCjz,27.34
AAst,BBdn,CChv,27.38
AAst,BBnw,CCrv,9.19
