AAdk-Export,BB,CC,DD,Value
AA,BB,CC,DD,Value
AAdk,BBtw,CChv,DDnt,384.63
AAdk,BBtw,CCst,DDnw,512.93
AAdk,BBtw,CChv,DDrz,354.82
AAdk,BBtw,CCst,DDcl,291.14
AAdk,BBtw,CChv,DDlp,836.34
AAdk,BBtw,CCst,DDnt,230.99
AAdk,BBrv,CChv,DDnt,504.41
AAdk,BBrv,CCst,DDnw,237.9
AAdk,BBrv,CChv,DDrz,558.57
AAdk,BBrv,CCst,DDcl,728.88
AAdk,BBrv,CChv,DDlp,499.87
AAdk,BBrv,CCst,DDnt,979.47
AAdk,BBtw,CChv,DDnt,403.25
AAdk,BBtw,CCst,DDnw,439.19
AAdk,BBtw,CChv,DDrz,888.19
AAdk,BBtw,CCst,DDcl,442.11
AAdk,BBtw,CChv,DDlp,924.5
AAdk,BBtw,CCst,DDnt,926.93
