AA,BB,CC,DD,Value
AA,BB,CC,DD,Value
AApqr,BBnqx,CCbt,DDmx,2.51
AApqr,BBnqx,CCfnw,DDkrs,2.4
AApqr,BBnqx,CChpx,DDlmr,2.78
AApqr,BBnqx,CCbt,DDcwz,4.74
AApqr,BBnqx,CCfnw,DDqz,5.47
AApqr,BBnqx,CChpx,DDcmp,6.88
AApqr,BBnqx,CCbt,DDbmz,5.95
AApqr,BBnqx,CCfnw,DDgv,9.54
AApqr,BBnqx,CChpx,DDmx,10.94
AAmz,BBgqt,CCbt,DDmx,10.85
AAmz,BBgqt,CCfnw,DDkrs,11.6
AAmz,BBgqt,CChpx,DDlmr,13.52
AAmz,BBgqt,CCbt,DDcwz,13.79
AAmz,BBgqt,CCfnw,DDqz,10.68
AAmz,BBgqt,CChpx,DDcmp,22.67
AAmz,BBgqt,CCbt,DDbmz,27.32
AAmz,BBgqt,CCfnw,DDgv,29.3
AAmz,BBgqt,CChpx,DDmx,30.45
AAcy,BBbkv,CCbt,DDmx,30.21
AAcy,BBbkv,CCfnw,DDkrs,33.95
AAcy,BBbkv,CChpx,DDlmr,36.12
AAcy,BBbkv,CCbt,DDcwz,39.93
AAcy,BBbkv,CCfnw,DDqz,42.71
AAcy,BBbkv,CChpx,DDcmp,43.92
AAcy,BBbkv,CCbt,DDbmz,44.48
AAcy,BBbkv,CCfnw,DDgv,45.12
AAcy,BBbkv,CChpx,DDmx,44.41
AApqr,BBcjx,CCbt,DDmx,48.37
AApqr,BBcjx,CCfnw,DDkrs,50.68
AApqr,BBcjx,CChpx,DDlmr,50.54
AApqr,BBcjx,CCbt,DDcwz,53.9
AApqr,BBcjx,CCfnw,DDqz,54.87
AApqr,BBcjx,CChpx,DDcmp,54.51
AApqr,BBcjx,CCbt,DDbmz,53.02
AApqr,BBcjx,CCfnw,DDgv,59.25
AApqr,BBcjx,CChpx,DDmx,60.84
AAmz,BBbpv,CCbt,DDmx,60.88
AAmz,BBbpv,CCfnw,DDkrs,62.9
AAmz,BBbpv,CChpx,DDlmr,65.64
AAmz,BBbpv,CCbt,DDcwz,67.29
AAmz,BBbpv,CCfnw,DDqz,70.66
AAmz,BBbpv,CChpx,DDcmp,71.98
AAmz,BBbpv,CCbt,DDbmz,70.07
AAmz,BBbpv,CCfnw,DDgv,76.61
AAmz,BBbpv,CChpx,DDmx,77.43
AAcy,BBhpt,CCbt,DDmx,77.5
AAcy,BBhpt,CCfnw,DDkrs,77.25
AAcy,BBhpt,CChpx,DDlmr,76.07
AAcy,BBhpt,CCbt,DDcwz,79.49
AAcy,BBhpt,CCfnw,DDqz,82.85
AAcy,BBhpt,CChpx,DDcmp,83.35
AAcy,BBhpt,CCbt,DDbmz,87.67
AAcy,BBhpt,CCfnw,DDgv,88.03
AAcy,BBhpt,CChpx,DDmx,91.92
AApqr,BBbgp,CCbt,DDmx,92.17
AApqr,BBbgp,CCfnw,DDkrs,92.68
AApqr,BBbgp,CChpx,DDlmr,94.64
AApqr,BBbgp,CCbt,DDcwz,95.57
AApqr,BBbgp,CCfnw,DDqz,95.06
AApqr,BBbgp,CChpx,DDcmp,97.75
AApqr,BBbgp,CCbt,DDbmz,97.6
AApqr,BBbgp,CCfnw,DDgv,98.3
AApqr,BBbgp,CChpx,DDmx,94.67
