AA,BB,CC,Value
AA,BB,CC,Value
AAdk,BBtw,CChv,0.2
AAdk,BBdn,CCrv,2.11
AAdk,BBnw,CCtv,5.27
AAdk,BBtw,CCrz,6.78
AAdk,BBdn,CCfh,5.11
AAdk,BBnw,CCdl,8.59
AAdk,BBtw,CCjz,9.49
AAdk,BBdn,CCcs,8.34
AAdk,BBnw,CCcp,11.77
AAnt,BBtw,CChv,11.69
AAnt,BBdn,CCrv,13.17
AAnt,BBnw,CCtv,15.79
AAnt,BBtw,CCrz,15.72
AAnt,BBdn,CCfh,17.48
AAnt,BBnw,CCdl,18.15
AAnt,BBtw,CCjz,18.16
AAnt,BBdn,CCcs,20.47
AAnt,BBnw,CCcp,21.43
AAst,BBtw,CChv,22.65
AAst,BBdn,CCrv,23.13
AAst,BBnw,CCtv,23.4
AAst,BBtw,CCrz,22.13
AAst,BBdn,CCfh,26.72
AAst,BBnw,CCdl,21.44
AAst,BBtw,CCjz,21.68
AAst,BBdn,CCcs,25.83
AAst,BBnw,CCcp,27.81
