AAdk-Export,BB,CC,DD,Value
AA,BB,CC,DD,Value
AAdk,BBtw,CChv,DDnt,407.17
AAdk,BBtw,CCst,DDnw,448.94
AAdk,BBtw,CChv,DDrz,439.02
AAdk,BBtw,CCst,DDcl,611.19
AAdk,BBtw,CChv,DDlp,900.36
AAdk,BBtw,CCst,DDcs,78.58
AAdk,BBrv,CChv,DDnt,79.98
AAdk,BBrv,CCst,DDnw,848.93
AAdk,BBrv,CChv,DDrz,912.82
AAdk,BBrv,CCst,DDcl,721.14
AAdk,BBrv,CChv,DDlp,467.0
AAdk,BBrv,CCst,DDcs,404.21
AAdk,BBtw,CChv,DDnt,372.07
AAdk,BBtw,CCst,DDnw,789.78
AAdk,BBtw,CChv,DDrz,887.91
AAdk,BBtw,CCst,DDcl,119.21
AAdk,BBtw,CChv,DDlp,955.28
AAdk,BBtw,CCst,DDcs,543.42
