Import-AAdk,BB,CC,DD,Value
AA,BB,CC,DD,Value
AAdk,BBtw,CChv,DDnt,519.74
AAdk,BBtw,CCst,DDnw,272.04
AAdk,BBtw,CCbx,DDrz,786.4
AAdk,BBtw,CChv,DDcl,659.64
AAdk,BBtw,CCst,DDlp,916.1
AAdk,BBtw,CCbx,DDcs,661.53
AAdk,BBtw,CChv,DDhm,916.57
AAdk,BBtw,CCst,DDdf,535.72
AAdk,BBtw,CCbx,DDnt,29.35
AAdk,BBrv,CChv,DDnt,552.44
AAdk,BBrv,CCst,DDnw,681.04
AAdk,BBrv,CCbx,DDrz,426.06
AAdk,BBrv,CChv,DDcl,177.69
AAdk,BBrv,CCst,DDlp,693.49
AAdk,BBrv,CCbx,DDcs,310.35
AAdk,BBrv,CChv,DDhm,59.12
AAdk,BBrv,CCst,DDdf,702.4
AAdk,BBrv,CCbx,DDnt,960.98
AAdk,BBmn,CChv,DDnt,577.32
AAdk,BBmn,CCst,DDnw,835.72
AAdk,BBmn,CCbx,DDrz,581.71
AAdk,BBmn,CChv,DDcl,455.1
AAdk,BBmn,CCst,DDlp,841.29
AAdk,BBmn,CCbx,DDcs,971.96
AAdk,BBmn,CChv,DDhm,207.38
AAdk,BBmn,CCst,DDdf,980.26
AAdk,BBmn,CCbx,DDnt,85.95
AAdk,BBtw,CChv,DDnt,346.04
AAdk,BBtw,CCst,DDnw,864.25
AAdk,BBtw,CCbx,DDrz,482.21
AAdk,BBtw,CChv,DDcl,108.55
AAdk,BBtw,CCst,DDlp,371.09
AAdk,BBtw,CCbx,DDcs,500.35
AAdk,BBtw,CChv,DDhm,505.87
AAdk,BBtw,CCst,DDdf,250.33
AAdk,BBtw,CCbx,DDnt,511.29
