AAdk-Export,BB,CC,DD,Value
AA,BB,CC,DD,Value
AAdk,BBtw,CChv,DDnt,896.14
AAdk,BBtw,CCst,DDnw,649.48
AAdk,BBtw,CCbx,DDrz,265.11
AAdk,BBtw,CChv,DDcl,141.52
AAdk,BBtw,CCst,DDlp,404.17
AAdk,BBtw,CCbx,DDcs,917.92
AAdk,BBtw,CChv,DDhm,282.66
AAdk,BBtw,CCst,DDnt,282.19
AAdk,BBtw,CCbx,DDnw,676.21
AAdk,BBrv,CChv,DDnt,807.87
AAdk,BBrv,CCst,DDnw,299.77
AAdk,BBrv,CCbx,DDrz,556.51
AAdk,BBrv,CChv,DDcl,816.74
AAdk,BBrv,CCst,DDlp,690.83
AAdk,BBrv,CCbx,DDcs,818.76
AAdk,BBrv,CChv,DDhm,54.84
AAdk,BBrv,CCst,DDnt,699.58
AAdk,BBrv,CCbx,DDnw,68.36
AAdk,BBmn,CChv,DDnt,196.55
AAdk,BBmn,CCst,DDnw,842.25
AAdk,BBmn,CCbx,DDrz,208.91
AAdk,BBmn,CChv,DDcl,209.95
AAdk,BBmn,CCst,DDlp,82.09
AAdk,BBmn,CCbx,DDcs,339.6
AAdk,BBmn,CChv,DDhm,471.44
AAdk,BBmn,CCst,DDnt,730.44
AAdk,BBmn,CCbx,DDnw,222.61
AAdk,BBtw,CChv,DDnt,352.15
AAdk,BBtw,CCst,DDnw,483.94
AAdk,BBtw,CCbx,DDrz,744.95
AAdk,BBtw,CChv,DDcl,873.38
AAdk,BBtw,CCst,DDlp,877.25
AAdk,BBtw,CCbx,DDcs,882.27
AAdk,BBtw,CChv,DDhm,501.51
AAdk,BBtw,CCst,DDnt,379.75
AAdk,BBtw,CCbx,DDnw,126.84
