AA,BB,CC,DD,EE,FF,Value
AA,BB,CC,DD,EE,FF,Value
AApqr,BBnqx,CCbt,DDmx,EEmz,FFgqt,0.85
AApqr,BBnqx,CCcy,DDbkv,EEmz,FFgqt,4.77
AApqr,BBnqx,CCkqy,DDcwz,EEmz,FFgqt,6.8
AApqr,BBnqx,CCbt,DDhpt,EEmz,FFgqt,13.61
AApqr,BBnqx,CCcy,DDbmz,EEmz,FFgqt,16.56
AApqr,BBnqx,CCkqy,DDbsz,EEmz,FFgqt,19.4
AApqr,BBnqx,CCbt,DDmpy,EEmz,FFgqt,20.34
AApqr,BBnqx,CCcy,DDmx,EEmz,FFgqt,22.54
AApqr,BBnqx,CCkqy,DDbkv,EEmz,FFgqt,23.08
AAfnw,BBkrs,CCbt,DDmx,EEmz,FFgqt,23.83
AAfnw,BBkrs,CCcy,DDbkv,EEmz,FFgqt,25.41
AAfnw,BBkrs,CCkqy,DDcwz,EEmz,FFgqt,26.48
AAfnw,BBkrs,CCbt,DDhpt,EEmz,FFgqt,27.99
AAfnw,BBkrs,CCcy,DDbmz,EEmz,FFgqt,28.92
AAfnw,BBkrs,CCkqy,DDbsz,EEmz,FFgqt,29.58
AAfnw,BBkrs,CCbt,DDmpy,EEmz,FFgqt,22.46
AAfnw,BBkrs,CCcy,DDmx,EEmz,FFgqt,31.24
AAfnw,BBkrs,CCkqy,DDbkv,EEmz,FFgqt,32.29
AApqr,BBcjx,CCbt,DDmx,EEmz,FFgqt,31.26
AApqr,BBcjx,CCcy,DDbkv,EEmz,FFgqt,31.86
AApqr,BBcjx,CCkqy,DDcwz,EEmz,FFgqt,33.42
AApqr,BBcjx,CCbt,DDhpt,EEmz,FFgqt,39.75
AApqr,BBcjx,CCcy,DDbmz,EEmz,FFgqt,39.71
AApqr,BBcjx,CCkqy,DDbsz,EEmz,FFgqt,50.78
AApqr,BBcjx,CCbt,DDmpy,EEmz,FFgqt,51.3
AApqr,BBcjx,CCcy,DDmx,EEmz,FFgqt,52.98
AApqr,BBcjx,CCkqy,DDbkv,EEmz,FFgqt,50.67
AAfnw,BBqz,CCbt,DDmx,EEmz,FFgqt,55.41
AAfnw,BBqz,CCcy,DDbkv,EEmz,FFgqt,57.85
AAfnw,BBqz,CCkqy,DDcwz,EEmz,FFgqt,63.34
AAfnw,BBqz,CCbt,DDhpt,EEmz,FFgqt,0.09
AAfnw,BBqz,CCcy,DDbmz,EEmz,FFgqt,69.9
AAfnw,BBqz,CCkqy,DDbsz,EEmz,FFgqt,74.41
AAfnw,BBqz,CCbt,DDmpy,EEmz,FFgqt,79.68
AAfnw,BBqz,CCcy,DDmx,EEmz,FFgqt,82.15
AAfnw,BBqz,CCkqy,DDbkv,EEmz,FFgqt,83.3
AApqr,BBbgp,CCbt,DDmx,EEmz,FFgqt,83.78
AApqr,BBbgp,CCcy,DDbkv,EEmz,FFgqt,82.4
AApqr,BBbgp,CCkqy,DDcwz,EEmz,FFgqt,86.96
AApqr,BBbgp,CCbt,DDhpt,EEmz,FFgqt,85.24
AApqr,BBbgp,CCcy,DDbmz,EEmz,FFgqt,92.99
AApqr,BBbgp,CCkqy,DDbsz,EEmz,FFgqt,93.26
AApqr,BBbgp,CCbt,DDmpy,EEmz,FFgqt,94.7
AApqr,BBbgp,CCcy,DDmx,EEmz,FFgqt,95.28
AApqr,BBbgp,CCkqy,DDbkv,EEmz,FFgqt,92.62
