AAdk-Export,BB,CC,DD,Value
AA,BB,CC,DD,Value
AAdk,BBtw,CChv,DDnt,516.1
AAdk,BBtw,CCst,DDnw,774.16
AAdk,BBtw,CChv,DDrz,911.73
AAdk,BBtw,CCst,DDcl,406.65
AAdk,BBtw,CChv,DDlp,920.98
AAdk,BBtw,CCst,DDnt,25.54
AAdk,BBrv,CChv,DDnt,923.07
AAdk,BBrv,CCst,DDnw,670.06
AAdk,BBrv,CChv,DDrz,161.69
AAdk,BBrv,CCst,DDcl,171.92
AAdk,BBrv,CChv,DDlp,683.22
AAdk,BBrv,CCst,DDnt,429.56
AAdk,BBmn,CChv,DDnt,939.61
AAdk,BBmn,CCst,DDnw,685.89
AAdk,BBmn,CChv,DDrz,47.08
AAdk,BBmn,CCst,DDcl,691.86
AAdk,BBmn,CChv,DDlp,566.78
AAdk,BBmn,CCst,DDnt,578.73
AAdk,BBtw,CChv,DDnt,708.0
AAdk,BBtw,CCst,DDnw,94.7
AAdk,BBtw,CChv,DDrz,113.74
AAdk,BBtw,CCst,DDcl,886.92
AAdk,BBtw,CChv,DDlp,376.19
AAdk,BBtw,CCst,DDnt,636.51
