AA,BB,CC,Value
AA,BB,CC,Value
AAdk,BBtw,CChv,1.82
AAdk,BBdn,CCrv,2.14
AAdk,BBnw,CCtv,3.56
AAdk,BBtw,CCrz,2.87
AAdk,BBdn,CCfh,1.41
AAdk,BBnw,CCdl,7.64
AAdk,BBtw,CCjz,11.25
AAdk,BBdn,CChv,12.65
AAdk,BBnw,CCrv,12.32
AAnt,BBtw,CChv,12.01
AAnt,BBdn,CCrv,15.33
AAnt,BBnw,CCtv,16.37
AAnt,BBtw,CCrz,12.56
AAnt,BBdn,CCfh,15.69
AAnt,BBnw,CCdl,19.23
AAnt,BBtw,CCjz,22.1
AAnt,BBdn,CChv,23.46
AAnt,BBnw,CCrv,22.37
AAst,BBtw,CChv,25.05
AAst,BBdn,CCrv,26.01
AAst,BBnw,CCtv,27.85
AAst,BBtw,CCrz,27.33
AAst,BBdn,CCfh,25.65
AAst,BBnw,CCdl,22.7
AAst,BBtw,CCjz,22.04
AAst,BBdn,CChv,23.25
AAst,BBnw,CCrv,0.04
