AA,BB,CC,DD,EE,Value
AA,BB,CC,DD,EE,Value
AAdk,BBtw,CChv,DDnt,EEdn,387.85
AAdk,BBtw,CChv,DDtv,EEmn,102.73
AAdk,BBtw,CChv,DDpw,EEdn,295.03
AAdk,BBtw,CChv,DDpq,EEmn,361.03
AAdk,BBtw,CChv,DDcs,EEdn,265.05
AAdk,BBtw,CChv,DDnt,EEdn,143.37
AAdk,BBtw,CChv,DDtv,EEmn,435.65
AAdk,BBtw,CChv,DDpw,EEdn,371.44
AAdk,BBtw,CChv,DDpq,EEmn,213.36
AAdk,BBtw,CChv,DDcs,EEdn,182.66
AAdk,BBtw,CChv,DDnt,EEdn,373.69
AAdk,BBtw,CChv,DDtv,EEmn,85.72
AAdk,BBtw,CChv,DDpw,EEdn,57.22
AAdk,BBtw,CChv,DDpq,EEmn,215.94
AAdk,BBtw,CChv,DDcs,EEdn,255.86
