Import-AAdk,BB,CC,DD,Value
AA,BB,CC,DD,Value
AAdk,BBtw,CChv,DDnt,384.74
AAdk,BBtw,CCst,DDnw,545.68
AAdk,BBtw,CChv,DDrz,994.68
AAdk,BBtw,CCst,DDcl,355.08
AAdk,BBtw,CChv,DDlp,36.19
AAdk,BBtw,CCst,DDcs,260.81
AAdk,BBrv,CChv,DDnt,483.0
AAdk,BBrv,CCst,DDnw,66.99
AAdk,BBrv,CChv,DDrz,458.42
AAdk,BBrv,CCst,DDcl,202.72
AAdk,BBrv,CChv,DDlp,20.12
AAdk,BBrv,CCst,DDcs,789.16
AAdk,BBtw,CChv,DDnt,118.18
AAdk,BBtw,CCst,DDnw,247.09
AAdk,BBtw,CChv,DDrz,280.41
AAdk,BBtw,CCst,DDcl,284.29
AAdk,BBtw,CChv,DDlp,61.89
AAdk,BBtw,CCst,DDcs,607.16
