Import-AAdk,BB,CC,DD,Value
AA,BB,CC,DD,Value
AAdk,BBtw,CChv,DDnt,764.38
AAdk,BBtw,CCst,DDnw,523.07
AAdk,BBtw,CChv,DDrz,272.95
AAdk,BBtw,CCst,DDcl,551.68
AAdk,BBtw,CChv,DDlp,813.9
AAdk,BBtw,CCst,DDcs,431.25
AAdk,BBrv,CChv,DDnt,305.97
AAdk,BBrv,CCst,DDnw,570.76
AAdk,BBrv,CChv,DDrz,826.0
AAdk,BBrv,CCst,DDcl,190.84
AAdk,BBrv,CChv,DDlp,704.72
AAdk,BBrv,CCst,DDcs,195.92
AAdk,BBmn,CChv,DDnt,201.36
AAdk,BBmn,CCst,DDnw,74.63
AAdk,BBmn,CChv,DDrz,856.47
AAdk,BBmn,CCst,DDcl,870.02
AAdk,BBmn,CChv,DDlp,490.27
AAdk,BBmn,CCst,DDcs,620.07
AAdk,BBtw,CChv,DDnt,239.83
AAdk,BBtw,CCst,DDnw,114.61
AAdk,BBtw,CChv,DDrz,626.32
AAdk,BBtw,CCst,DDcl,502.76
AAdk,BBtw,CChv,DDlp,247.42
AAdk,BBtw,CCst,DDcs,636.84
