AA,BB,CC,Value
AA,BB,CC,Value
AAdk,BBtw,CChv,1.04
AAdk,BBdn,CCrv,1.75
AAdk,BBnw,CCtv,3.05
AAdk,BBtw,CCrz,4.22
AAdk,BBdn,CCfh,5.09
AAdk,BBnw,CCdl,6.87
AAdk,BBtw,CCjz,6.25
AAdk,BBdn,CCcs,6.18
AAdk,BBnw,CCcp,9.81
AAnt,BBtw,CChv,8.47
AAnt,BBdn,CCrv,11.25
AAnt,BBnw,CCtv,11.16
AAnt,BBtw,CCrz,5.22
AAnt,BBdn,CCfh,10.14
AAnt,BBnw,CCdl,15.67
AAnt,BBtw,CCjz,17.62
AAnt,BBdn,CCcs,18.29
AAnt,BBnw,CCcp,18.75
AAst,BBtw,CChv,20.55
AAst,BBdn,CCrv,21.98
AAst,BBnw,CCtv,22.19
AAst,BBtw,CCrz,23.43
AAst,BBdn,CCfh,19.56
AAst,BBnw,CCdl,19.86
AAst,BBtw,CCjz,26.92
AAst,BBdn,CCcs,26.73
AAst,BBnw,CCcp,19.98
