AAdk-Export,BB,CC,DD,EE,Value
AA,BB,CC,DD,EE,Value
AAdk,BBtw,CChv,DDnt,EEdn,265.2
AAdk,BBtw,CChv,DDtv,EEmn,778.26
AAdk,BBtw,CChv,DDnt,EEfh,530.55
AAdk,BBtw,CChv,DDtv,EElp,25.97
AAdk,BBtw,CChv,DDnt,EEfx,25.11
AAdk,BBtw,CChv,DDtv,EEdn,416.0
AAdk,BBst,CChv,DDnt,EEdn,801.46
AAdk,BBst,CChv,DDtv,EEmn,160.23
AAdk,BBst,CChv,DDnt,EEfh,678.29
AAdk,BBst,CChv,DDtv,EElp,38.12
AAdk,BBst,CChv,DDnt,EEfx,551.43
AAdk,BBst,CChv,DDtv,EEdn,44.33
AAdk,BBtw,CChv,DDnt,EEdn,941.06
AAdk,BBtw,CChv,DDtv,EEmn,819.1
AAdk,BBtw,CChv,DDnt,EEfh,828.71
AAdk,BBtw,CChv,DDtv,EElp,316.82
AAdk,BBtw,CChv,DDnt,EEfx,960.95
AAdk,BBtw,CChv,DDtv,EEdn,713.82
AAdk,BBst,CChv,DDnt,EEdn,332.07
AAdk,BBst,CChv,DDtv,EEmn,982.88
AAdk,BBst,CChv,DDnt,EEfh,858.88
AAdk,BBst,CChv,DDtv,EElp,367.14
AAdk,BBst,CChv,DDnt,EEfx,501.62
AAdk,BBst,CChv,DDtv,EEdn,762.39
