AA,BB,CC,DD,Value
AA,BB,CC,DD,Value
AApqr,BBnqx,CCbt,DDmx,4.86
AApqr,BBnqx,CCfnw,DDkrs,6.75
AApqr,BBnqx,CCbt,DDlmr,10.64
AApqr,BBnqx,CCfnw,DDcwz,12.36
AApqr,BBnqx,CCbt,DDqz,24.66
AApqr,BBnqx,CCfnw,DDcmp,25.63
AApqr,BBnqx,CCbt,DDbmz,30.06
AApqr,BBnqx,CCfnw,DDmx,32.0
AAmz,BBgqt,CCbt,DDmx,33.85
AAmz,BBgqt,CCfnw,DDkrs,33.72
AAmz,BBgqt,CCbt,DDlmr,-92.8
AAmz,BBgqt,CCfnw,DDcwz,38.06
AAmz,BBgqt,CCbt,DDqz,-87.79
AAmz,BBgqt,CCfnw,DDcmp,-83.78
AAmz,BBgqt,CCbt,DDbmz,-81.44
AAmz,BBgqt,CCfnw,DDmx,-80.31
AAcy,BBbkv,CCbt,DDmx,-79.81
AAcy,BBbkv,CCfnw,DDkrs,-79.64
AAcy,BBbkv,CCbt,DDlmr,50.8
AAcy,BBbkv,CCfnw,DDcwz,-76.04
AAcy,BBbkv,CCbt,DDqz,-78.6
AAcy,BBbkv,CCfnw,DDcmp,58.03
AAcy,BBbkv,CCbt,DDbmz,-69.0
AAcy,BBbkv,CCfnw,DDmx,58.04
AApqr,BBcjx,CCbt,DDmx,60.47
AApqr,BBcjx,CCfnw,DDkrs,58.72
AApqr,BBcjx,CCbt,DDlmr,64.59
AApqr,BBcjx,CCfnw,DDcwz,-60.68
AApqr,BBcjx,CCbt,DDqz,-60.99
AApqr,BBcjx,CCfnw,DDcmp,-57.84
AApqr,BBcjx,CCbt,DDbmz,-55.66
AApqr,BBcjx,CCfnw,DDmx,-55.31
AAmz,BBbpv,CCbt,DDmx,75.44
AAmz,BBbpv,CCfnw,DDkrs,-51.47
AAmz,BBbpv,CCbt,DDlmr,-50.02
AAmz,BBbpv,CCfnw,DDcwz,82.45
AAmz,BBbpv,CCbt,DDqz,-45.08
AAmz,BBbpv,CCfnw,DDcmp,-44.4
AAmz,BBbpv,CCbt,DDbmz,85.62
AAmz,BBbpv,CCfnw,DDmx,86.97
AAcy,BBhpt,CCbt,DDmx,-43.44
AAcy,BBhpt,CCfnw,DDkrs,-40.05
AAcy,BBhpt,CCbt,DDlmr,82.36
AAcy,BBhpt,CCfnw,DDcwz,90.14
AAcy,BBhpt,CCbt,DDqz,-37.1
AAcy,BBhpt,CCfnw,DDcmp,-37.08
AAcy,BBhpt,CCbt,DDbmz,94.72
AAcy,BBhpt,CCfnw,DDmx,-33.05
AApqr,BBbgp,CCbt,DDmx,96.23
AApqr,BBbgp,CCfnw,DDkrs,98.91
AApqr,BBbgp,CCbt,DDlmr,99.8
AApqr,BBbgp,CCfnw,DDcwz,-28.32
AApqr,BBbgp,CCbt,DDqz,-27.53
AApqr,BBbgp,CCfnw,DDcmp,-4.59
AApqr,BBbgp,CCbt,DDbmz,-13.19
AApqr,BBbgp,CCfnw,DDmx,-4.18
