AAdk-Export,BB,CC,DD,EE,Value
AA,BB,CC,DD,EE,Value
AAdk,BBtw,CChv,DDnt,EEdn,906.32
AAdk,BBtw,CChv,DDtv,EEmn,139.45
AAdk,BBtw,CChv,DDpw,EEfh,781.34
AAdk,BBtw,CChv,DDnt,EElp,653.98
AAdk,BBtw,CChv,DDtv,EEfx,145.74
AAdk,BBtw,CChv,DDpw,EEhr,146.0
AAdk,BBtw,CChv,DDnt,EEhl,277.56
AAdk,BBtw,CChv,DDtv,EEkz,410.01
AAdk,BBtw,CChv,DDpw,EEdn,805.4
AAdk,BBst,CChv,DDnt,EEdn,424.84
AAdk,BBst,CChv,DDtv,EEmn,810.18
AAdk,BBst,CChv,DDpw,EEfh,683.8
AAdk,BBst,CChv,DDnt,EElp,300.76
AAdk,BBst,CChv,DDtv,EEfx,431.38
AAdk,BBst,CChv,DDpw,EEhr,691.73
AAdk,BBst,CChv,DDnt,EEhl,954.21
AAdk,BBst,CChv,DDtv,EEkz,318.11
AAdk,BBst,CChv,DDpw,EEdn,448.84
AAdk,BBtw,CChv,DDnt,EEdn,707.13
AAdk,BBtw,CChv,DDtv,EEmn,196.96
AAdk,BBtw,CChv,DDpw,EEfh,709.93
AAdk,BBtw,CChv,DDnt,EElp,841.03
AAdk,BBtw,CChv,DDtv,EEfx,713.82
AAdk,BBtw,CChv,DDpw,EEhr,463.04
AAdk,BBtw,CChv,DDnt,EEhl,465.68
AAdk,BBtw,CChv,DDtv,EEkz,596.17
AAdk,BBtw,CChv,DDpw,EEdn,86.67
AAdk,BBst,CChv,DDnt,EEdn,855.52
AAdk,BBst,CChv,DDtv,EEmn,97.23
AAdk,BBst,CChv,DDpw,EEfh,611.19
AAdk,BBst,CChv,DDnt,EElp,619.47
AAdk,BBst,CChv,DDtv,EEfx,109.11
AAdk,BBst,CChv,DDpw,EEhr,758.46
AAdk,BBst,CChv,DDnt,EEhl,891.01
AAdk,BBst,CChv,DDtv,EEkz,510.99
AAdk,BBst,CChv,DDpw,EEdn,383.64
