Import-AAdk,BB,CC,DD,EE,Value
AA,BB,CC,DD,EE,Value
AAdk,BBtw,CChv,DDnt,EEdn,645.69
AAdk,BBtw,CChv,DDtv,EEmn,134.25
AAdk,BBtw,CChv,DDpw,EEfh,776.8
AAdk,BBtw,CChv,DDnt,EElp,787.18
AAdk,BBtw,CChv,DDtv,EEfx,19.4
AAdk,BBtw,CChv,DDpw,EEhr,535.09
AAdk,BBtw,CChv,DDnt,EEhl,283.49
AAdk,BBtw,CChv,DDtv,EEkz,668.48
AAdk,BBtw,CChv,DDpw,EEht,539.57
AAdk,BBst,CChv,DDnt,EEdn,30.83
AAdk,BBst,CChv,DDtv,EEmn,933.51
AAdk,BBst,CChv,DDpw,EEfh,811.06
AAdk,BBst,CChv,DDnt,EElp,941.41
AAdk,BBst,CChv,DDtv,EEfx,435.51
AAdk,BBst,CChv,DDpw,EEhr,54.98
AAdk,BBst,CChv,DDnt,EEhl,704.75
AAdk,BBst,CChv,DDtv,EEkz,577.74
AAdk,BBst,CChv,DDpw,EEht,590.33
AAdk,BBtw,CChv,DDnt,EEdn,979.37
AAdk,BBtw,CChv,DDtv,EEmn,726.1
AAdk,BBtw,CChv,DDpw,EEfh,214.69
AAdk,BBtw,CChv,DDnt,EElp,856.88
AAdk,BBtw,CChv,DDtv,EEfx,478.4
AAdk,BBtw,CChv,DDpw,EEhr,95.15
AAdk,BBtw,CChv,DDnt,EEhl,999.43
AAdk,BBtw,CChv,DDtv,EEkz,488.83
AAdk,BBtw,CChv,DDpw,EEht,233.73
AAdk,BBst,CChv,DDnt,EEdn,743.43
AAdk,BBst,CChv,DDtv,EEmn,877.31
AAdk,BBst,CChv,DDpw,EEfh,111.85
AAdk,BBst,CChv,DDnt,EElp,240.44
AAdk,BBst,CChv,DDtv,EEfx,116.12
AAdk,BBst,CChv,DDpw,EEhr,885.9
AAdk,BBst,CChv,DDnt,EEhl,374.09
AAdk,BBst,CChv,DDtv,EEkz,891.03
AAdk,BBst,CChv,DDpw,EEht,892.21
