AAdk-Export,BB,CC,DD,Value
AA,BB,CC,DD,Value
AAdk,BBtw,CChv,DDnt,357.48
AAdk,BBtw,CCst,DDnw,522.71
AAdk,BBtw,CChv,DDrz,556.5
AAdk,BBtw,CCst,DDcl,463.77
AAdk,BBtw,CChv,DDlp,368.01
AAdk,BBtw,CCst,DDnt,497.44
AAdk,BBrv,CChv,DDnt,337.1
AAdk,BBrv,CCst,DDnw,623.91
AAdk,BBrv,CChv,DDrz,303.82
AAdk,BBrv,CCst,DDcl,787.01
AAdk,BBrv,CChv,DDlp,918.11
AAdk,BBrv,CCst,DDnt,439.37
AAdk,BBtw,CChv,DDnt,664.83
AAdk,BBtw,CCst,DDnw,505.73
AAdk,BBtw,CChv,DDrz,61.76
AAdk,BBtw,CCst,DDcl,701.52
AAdk,BBtw,CChv,DDlp,126.22
AAdk,BBtw,CCst,DDnt,991.17
