AAdk-Export,BB,CC,DD,Value
AA,BB,CC,DD,Value
AAdk,BBtw,CChv,DDnt,128.92
AAdk,BBtw,CCst,DDnw,906.99
AAdk,BBtw,CCbx,DDrz,657.02
AAdk,BBtw,CChv,DDcl,405.97
AAdk,BBtw,CCst,DDlp,791.97
AAdk,BBtw,CCbx,DDcs,411.45
AAdk,BBtw,CChv,DDhm,924.1
AAdk,BBtw,CCst,DDdf,927.4
AAdk,BBtw,CCbx,DDnt,38.04
AAdk,BBrv,CChv,DDnt,806.57
AAdk,BBrv,CCst,DDnw,169.49
AAdk,BBrv,CCbx,DDrz,942.18
AAdk,BBrv,CChv,DDcl,559.74
AAdk,BBrv,CCst,DDlp,561.3
AAdk,BBrv,CCbx,DDcs,50.88
AAdk,BBrv,CChv,DDhm,51.44
AAdk,BBrv,CCst,DDdf,948.06
AAdk,BBrv,CCbx,DDnt,562.66
AAdk,BBmn,CChv,DDnt,319.69
AAdk,BBmn,CCst,DDnw,971.7
AAdk,BBmn,CCbx,DDrz,847.66
AAdk,BBmn,CChv,DDcl,849.89
AAdk,BBmn,CCst,DDlp,984.2
AAdk,BBmn,CCbx,DDcs,729.78
AAdk,BBmn,CChv,DDhm,737.26
AAdk,BBmn,CCst,DDdf,993.77
AAdk,BBmn,CCbx,DDnt,234.28
AAdk,BBtw,CChv,DDnt,238.8
AAdk,BBtw,CCst,DDnw,370.55
AAdk,BBtw,CCbx,DDrz,370.7
AAdk,BBtw,CChv,DDcl,626.56
AAdk,BBtw,CCst,DDlp,630.54
AAdk,BBtw,CCbx,DDcs,632.63
AAdk,BBtw,CChv,DDhm,637.92
AAdk,BBtw,CCst,DDdf,254.79
AAdk,BBtw,CCbx,DDnt,767.13
