Import-AAdk,BB,CC,DD,Value
AA,BB,CC,DD,Value
AAdk,BBtw,CChv,DDnt,896.84
AAdk,BBtw,CCst,DDnw,513.49
AAdk,BBtw,CCbx,DDrz,519.26
AAdk,BBtw,CChv,DDcl,790.07
AAdk,BBtw,CCst,DDlp,152.51
AAdk,BBtw,CCbx,DDcs,794.19
AAdk,BBtw,CChv,DDhm,675.2
AAdk,BBtw,CCst,DDnt,821.01
AAdk,BBtw,CCbx,DDnw,441.22
AAdk,BBrv,CChv,DDnt,570.08
AAdk,BBrv,CCst,DDnw,450.14
AAdk,BBrv,CCbx,DDrz,583.86
AAdk,BBrv,CChv,DDcl,73.87
AAdk,BBrv,CCst,DDlp,842.88
AAdk,BBrv,CCbx,DDcs,459.68
AAdk,BBrv,CChv,DDhm,588.34
AAdk,BBrv,CCst,DDnt,974.75
AAdk,BBrv,CCbx,DDnw,976.94
AAdk,BBtw,CChv,DDnt,470.6
AAdk,BBtw,CCst,DDnw,215.85
AAdk,BBtw,CCbx,DDrz,345.82
AAdk,BBtw,CChv,DDcl,493.1
AAdk,BBtw,CCst,DDlp,881.03
AAdk,BBtw,CCbx,DDcs,114.72
AAdk,BBtw,CChv,DDhm,126.64
AAdk,BBtw,CCst,DDnt,635.1
AAdk,BBtw,CCbx,DDnw,894.1
