AA,BB,CC,Value
AA,BB,CC,Value
AAdk,BBtw,CChv,1.28
AAdk,BBdn,CCrv,2.2
AAdk,BBnw,CCtv,1.93
AAdk,BBtw,CCrz,4.27
AAdk,BBdn,CCfh,4.63
AAdk,BBnw,CCdl,6.17
AAdk,BBtw,CCjz,5.25
AAdk,BBdn,CCcs,8.2
AAdk,BBnw,CChv,8.27
AAnt,BBtw,CChv,10.99
AAnt,BBdn,CCrv,8.93
AAnt,BBnw,CCtv,12.84
AAnt,BBtw,CCrz,10.85
AAnt,BBdn,CCfh,10.67
AAnt,BBnw,CCdl,9.62
AAnt,BBtw,CCjz,16.01
AAnt,BBdn,CCcs,11.0
AAnt,BBnw,CChv,18.67
AAst,BBtw,CChv,18.17
AAst,BBdn,CCrv,20.65
AAst,BBnw,CCtv,22.73
AAst,BBtw,CCrz,23.39
AAst,BBdn,CCfh,22.15
AAst,BBnw,CCdl,25.42
AAst,BBtw,CCjz,25.45
AAst,BBdn,CCcs,1.75
AAst,BBnw,CChv,0.22
