Import-AAdk,BB,CC,DD,Value
AA,BB,CC,DD,Value
AAdk,BBtw,CChv,DDnt,905.22
AAdk,BBtw,CCst,DDnw,140.24
AAdk,BBtw,CCbx,DDrz,652.79
AAdk,BBtw,CChv,DDcl,917.31
AAdk,BBtw,CCst,DDlp,926.02
AAdk,BBtw,CCbx,DDcs,420.51
AAdk,BBtw,CChv,DDhm,934.16
AAdk,BBtw,CCst,DDdf,555.68
AAdk,BBtw,CCbx,DDjn,820.17
AAdk,BBrv,CChv,DDnt,186.68
AAdk,BBrv,CCst,DDnw,445.42
AAdk,BBrv,CCbx,DDrz,831.67
AAdk,BBrv,CChv,DDcl,962.68
AAdk,BBrv,CCst,DDlp,323.89
AAdk,BBrv,CCbx,DDcs,840.14
AAdk,BBrv,CChv,DDhm,587.26
AAdk,BBrv,CCst,DDdf,333.56
AAdk,BBrv,CCbx,DDjn,978.62
AAdk,BBtw,CChv,DDnt,83.37
AAdk,BBtw,CCst,DDnw,469.46
AAdk,BBtw,CCbx,DDrz,854.28
AAdk,BBtw,CChv,DDcl,857.4
AAdk,BBtw,CCst,DDlp,479.98
AAdk,BBtw,CCbx,DDcs,227.65
AAdk,BBtw,CChv,DDhm,868.22
AAdk,BBtw,CCst,DDdf,881.79
AAdk,BBtw,CCbx,DDjn,629.33
