AA,BB,CC,Value
AA,BB,CC,Value
AAdk,BBtw,CChv,0.38
AAdk,BBdn,CCrv,1.76
AAdk,BBnw,CCtv,2.82
AAdk,BBtw,CCrz,0.45
AAdk,BBdn,CCfh,4.18
AAdk,BBnw,CCdl,4.19
AAdk,BBtw,CCjz,6.42
AAdk,BBdn,CCcs,7.06
AAdk,BBnw,CChv,11.14
AAnt,BBtw,CChv,12.16
AAnt,BBdn,CCrv,13.62
AAnt,BBnw,CCtv,13.11
AAnt,BBtw,CCrz,15.22
AAnt,BBdn,CCfh,16.73
AAnt,BBnw,CCdl,13.72
AAnt,BBtw,CCjz,14.17
AAnt,BBdn,CCcs,16.47
AAnt,BBnw,CChv,16.26
AAst,BBtw,CChv,21.8
AAst,BBdn,CCrv,22.39
AAst,BBnw,CCtv,21.84
AAst,BBtw,CCrz,15.87
AAst,BBdn,CCfh,25.08
AAst,BBnw,CCdl,25.69
AAst,BBtw,CCjz,25.63
AAst,BBdn,CCcs,25.6
AAst,BBnw,CChv,23.22
