AA,BB,CC,DD,EE,Value
AA,BB,CC,DD,EE,Value
AAdk,BBtw,CChv,DDnt,EEdn,480.29
AAdk,BBtw,CChv,DDtv,EEmn,449.74
AAdk,BBtw,CChv,DDpw,EEdn,423.32
AAdk,BBtw,CChv,DDpq,EEmn,234.76
AAdk,BBtw,CChv,DDcs,EEdn,112.36
AAdk,BBtw,CChv,DDnt,EEdn,176.17
AAdk,BBtw,CChv,DDtv,EEmn,403.61
AAdk,BBtw,CChv,DDpw,EEdn,84.78
AAdk,BBtw,CChv,DDpq,EEmn,246.03
AAdk,BBtw,CChv,DDcs,EEdn,343.94
AAdk,BBtw,CChv,DDnt,EEdn,185.26
AAdk,BBtw,CChv,DDtv,EEmn,282.81
AAdk,BBtw,CChv,DDpw,EEdn,155.0
AAdk,BBtw,CChv,DDpq,EEmn,476.03
AAdk,BBtw,CChv,DDcs,EEdn,319.2
