Import-AAdk,BB,CC,DD,Value
AA,BB,CC,DD,Value
AAdk,BBtw,CChv,DDnt,641.08
AAdk,BBtw,CCst,DDnw,641.46
AAdk,BBtw,CCbx,DDrz,647.14
AAdk,BBtw,CChv,DDcl,391.25
AAdk,BBtw,CCst,DDlp,391.79
AAdk,BBtw,CCbx,DDcs,786.32
AAdk,BBtw,CChv,DDhm,275.04
AAdk,BBtw,CCst,DDnt,26.03
AAdk,BBtw,CCbx,DDnw,157.49
AAdk,BBrv,CChv,DDnt,34.64
AAdk,BBrv,CCst,DDnw,164.28
AAdk,BBrv,CCbx,DDrz,292.9
AAdk,BBrv,CChv,DDcl,427.91
AAdk,BBrv,CCst,DDlp,431.2
AAdk,BBrv,CCbx,DDcs,306.2
AAdk,BBrv,CChv,DDhm,818.61
AAdk,BBrv,CCst,DDnt,948.86
AAdk,BBrv,CCbx,DDnw,442.84
AAdk,BBmn,CChv,DDnt,445.72
AAdk,BBmn,CCst,DDnw,958.69
AAdk,BBmn,CCbx,DDrz,831.32
AAdk,BBmn,CChv,DDcl,842.22
AAdk,BBmn,CCst,DDlp,592.03
AAdk,BBmn,CCbx,DDcs,981.09
AAdk,BBmn,CChv,DDhm,89.46
AAdk,BBmn,CCst,DDnt,475.03
AAdk,BBmn,CCbx,DDnw,476.24
AAdk,BBtw,CChv,DDnt,349.95
AAdk,BBtw,CCst,DDnw,863.85
AAdk,BBtw,CCbx,DDrz,993.32
AAdk,BBtw,CChv,DDcl,738.87
AAdk,BBtw,CCst,DDlp,481.95
AAdk,BBtw,CCbx,DDcs,874.99
AAdk,BBtw,CChv,DDhm,364.83
AAdk,BBtw,CCst,DDnt,507.3
AAdk,BBtw,CCbx,DDnw,125.03
