Import-AAdk,BB,CC,DD,Value
AA,BB,CC,DD,Value
AAdk,BBtw,CChv,DDnt,896.56
AAdk,BBtw,CCst,DDnw,515.42
AAdk,BBtw,CCbx,DDrz,518.91
AAdk,BBtw,CChv,DDcl,391.73
AAdk,BBtw,CCst,DDlp,782.4
AAdk,BBtw,CCbx,DDcs,528.9
AAdk,BBtw,CChv,DDhm,401.71
AAdk,BBtw,CCst,DDnt,918.07
AAdk,BBtw,CCbx,DDnw,27.31
AAdk,BBrv,CChv,DDnt,668.71
AAdk,BBrv,CCst,DDnw,161.96
AAdk,BBrv,CCbx,DDrz,934.58
AAdk,BBrv,CChv,DDcl,296.08
AAdk,BBrv,CCst,DDlp,40.11
AAdk,BBrv,CCbx,DDcs,177.29
AAdk,BBrv,CChv,DDhm,690.91
AAdk,BBrv,CCst,DDnt,946.98
AAdk,BBrv,CCbx,DDnw,62.67
AAdk,BBmn,CChv,DDnt,191.59
AAdk,BBmn,CCst,DDnw,67.34
AAdk,BBmn,CCbx,DDrz,708.34
AAdk,BBmn,CChv,DDcl,580.42
AAdk,BBmn,CCst,DDlp,69.46
AAdk,BBmn,CCbx,DDcs,455.16
AAdk,BBmn,CChv,DDhm,587.98
AAdk,BBmn,CCst,DDnt,205.85
AAdk,BBmn,CCbx,DDnw,974.82
AAdk,BBtw,CChv,DDnt,207.72
AAdk,BBtw,CCst,DDnw,84.38
AAdk,BBtw,CCbx,DDrz,727.63
AAdk,BBtw,CChv,DDcl,218.1
AAdk,BBtw,CCst,DDlp,92.24
AAdk,BBtw,CCbx,DDcs,220.42
AAdk,BBtw,CChv,DDhm,760.02
AAdk,BBtw,CCst,DDnt,380.23
AAdk,BBtw,CCbx,DDnw,638.79
