AA,BB,CC,DD,EE,FF,Value
AA,BB,CC,DD,EE,FF,Value
AApqr,BBnqx,CCbt,DDmx,EEmz,FFgqt,4.24
AApqr,BBnqx,CCcy,DDbkv,EEhpx,FFlmr,10.15
AApqr,BBnqx,CCbt,DDcwz,EEmz,FFbpv,11.76
AApqr,BBnqx,CCcy,DDhpt,EEhpx,FFcmp,12.0
AApqr,BBnqx,CCbt,DDbmz,EEmz,FFgqt,11.24
AApqr,BBnqx,CCcy,DDbsz,EEhpx,FFlmr,16.8
AAfnw,BBkrs,CCbt,DDmx,EEmz,FFgqt,18.43
AAfnw,BBkrs,CCcy,DDbkv,EEhpx,FFlmr,19.43
AAfnw,BBkrs,CCbt,DDcwz,EEmz,FFbpv,21.64
AAfnw,BBkrs,CCcy,DDhpt,EEhpx,FFcmp,21.11
AAfnw,BBkrs,CCbt,DDbmz,EEmz,FFgqt,29.42
AAfnw,BBkrs,CCcy,DDbsz,EEhpx,FFlmr,30.64
AApqr,BBcjx,CCbt,DDmx,EEmz,FFgqt,29.99
AApqr,BBcjx,CCcy,DDbkv,EEhpx,FFlmr,35.23
AApqr,BBcjx,CCbt,DDcwz,EEmz,FFbpv,37.91
AApqr,BBcjx,CCcy,DDhpt,EEhpx,FFcmp,38.27
AApqr,BBcjx,CCbt,DDbmz,EEmz,FFgqt,38.63
AApqr,BBcjx,CCcy,DDbsz,EEhpx,FFlmr,38.54
AAfnw,BBqz,CCbt,DDmx,EEmz,FFgqt,41.6
AAfnw,BBqz,CCcy,DDbkv,EEhpx,FFlmr,42.67
AAfnw,BBqz,CCbt,DDcwz,EEmz,FFbpv,44.11
AAfnw,BBqz,CCcy,DDhpt,EEhpx,FFcmp,47.1
AAfnw,BBqz,CCbt,DDbmz,EEmz,FFgqt,54.36
AAfnw,BBqz,CCcy,DDbsz,EEhpx,FFlmr,54.77
AApqr,BBbgp,CCbt,DDmx,EEmz,FFgqt,56.74
AApqr,BBbgp,CCcy,DDbkv,EEhpx,FFlmr,60.21
AApqr,BBbgp,CCbt,DDcwz,EEmz,FFbpv,61.36
AApqr,BBbgp,CCcy,DDhpt,EEhpx,FFcmp,62.98
AApqr,BBbgp,CCbt,DDbmz,EEmz,FFgqt,69.83
AApqr,BBbgp,CCcy,DDbsz,EEhpx,FFlmr,74.66
AAfnw,BBgv,CCbt,DDmx,EEmz,FFgqt,75.34
AAfnw,BBgv,CCcy,DDbkv,EEhpx,FFlmr,77.41
AAfnw,BBgv,CCbt,DDcwz,EEmz,FFbpv,85.49
AAfnw,BBgv,CCcy,DDhpt,EEhpx,FFcmp,87.98
AAfnw,BBgv,CCbt,DDbmz,EEmz,FFgqt,88.69
AAfnw,BBgv,CCcy,DDbsz,EEhpx,FFlmr,99.3
