Import-AAdk,BB,CC,DD,Value
AA,BB,CC,DD,Value
AAdk,BBtw,CChv,DDnt,643.71
AAdk,BBtw,CCst,DDnw,777.82
AAdk,BBtw,CCbx,DDrz,523.26
AAdk,BBtw,CChv,DDcl,269.18
AAdk,BBtw,CCst,DDlp,13.85
AAdk,BBtw,CCbx,DDcs,655.75
AAdk,BBtw,CChv,DDhm,144.95
AAdk,BBtw,CCst,DDnt,659.06
AAdk,BBtw,CCbx,DDnw,406.44
AAdk,BBrv,CChv,DDnt,662.78
AAdk,BBrv,CCst,DDnw,538.57
AAdk,BBrv,CCbx,DDrz,924.9
AAdk,BBrv,CChv,DDcl,540.79
AAdk,BBrv,CCst,DDlp,287.14
AAdk,BBrv,CCbx,DDcs,38.5
AAdk,BBrv,CChv,DDhm,38.66
AAdk,BBrv,CCst,DDnt,681.94
AAdk,BBrv,CCbx,DDnw,554.02
AAdk,BBmn,CChv,DDnt,193.18
AAdk,BBmn,CCst,DDnw,834.1
AAdk,BBmn,CCbx,DDrz,589.44
AAdk,BBmn,CChv,DDcl,722.05
AAdk,BBmn,CCst,DDlp,853.73
AAdk,BBmn,CCbx,DDcs,854.17
AAdk,BBmn,CChv,DDhm,216.9
AAdk,BBmn,CCst,DDnt,217.49
AAdk,BBmn,CCbx,DDnw,857.06
AAdk,BBtw,CChv,DDnt,99.78
AAdk,BBtw,CCst,DDnw,742.39
AAdk,BBtw,CCbx,DDrz,360.22
AAdk,BBtw,CChv,DDcl,873.61
AAdk,BBtw,CCst,DDlp,875.49
AAdk,BBtw,CCbx,DDcs,364.61
AAdk,BBtw,CChv,DDhm,623.47
AAdk,BBtw,CCst,DDnt,246.12
AAdk,BBtw,CCbx,DDnw,895.6
