Import-AAdk,BB,CC,DD,Value
AA,BB,CC,DD,Value
AAdk,BBtw,CChv,DDnt,896.1
AAdk,BBtw,CCst,DDnw,896.81
AAdk,BBtw,CChv,DDrz,897.1
AAdk,BBtw,CCst,DDcl,901.16
AAdk,BBtw,CChv,DDlp,653.53
AAdk,BBtw,CCst,DDnt,656.92
AAdk,BBrv,CChv,DDnt,144.11
AAdk,BBrv,CCst,DDnw,407.3
AAdk,BBrv,CChv,DDrz,540.12
AAdk,BBrv,CCst,DDcl,167.31
AAdk,BBrv,CChv,DDlp,556.71
AAdk,BBrv,CCst,DDnt,314.59
AAdk,BBmn,CChv,DDnt,188.69
AAdk,BBmn,CCst,DDnw,574.92
AAdk,BBmn,CChv,DDrz,584.02
AAdk,BBmn,CCst,DDcl,200.43
AAdk,BBmn,CChv,DDlp,457.65
AAdk,BBmn,CCst,DDnt,332.87
AAdk,BBtw,CChv,DDnt,225.67
AAdk,BBtw,CCst,DDnw,486.41
AAdk,BBtw,CChv,DDrz,237.99
AAdk,BBtw,CCst,DDcl,118.26
AAdk,BBtw,CChv,DDlp,251.33
AAdk,BBtw,CCst,DDnt,763.49
