Import-AAdk,BB,CC,DD,EE,Value
AA,BB,CC,DD,EE,Value
AAdk,BBtw,CChv,DDnt,EEdn,641.78
AAdk,BBtw,CChv,DDtv,EEmn,386.26
AAdk,BBtw,CChv,DDnt,EEfh,657.51
AAdk,BBtw,CChv,DDtv,EElp,658.83
AAdk,BBtw,CChv,DDnt,EEfx,535.81
AAdk,BBtw,CChv,DDtv,EEdn,412.17
AAdk,BBst,CChv,DDnt,EEdn,412.53
AAdk,BBst,CChv,DDtv,EEmn,938.22
AAdk,BBst,CChv,DDnt,EEfh,173.76
AAdk,BBst,CChv,DDtv,EElp,943.67
AAdk,BBst,CChv,DDnt,EEfx,690.84
AAdk,BBst,CChv,DDtv,EEdn,946.72
AAdk,BBrz,CChv,DDnt,EEdn,822.01
AAdk,BBrz,CChv,DDtv,EEmn,823.67
AAdk,BBrz,CChv,DDnt,EEfh,188.58
AAdk,BBrz,CChv,DDtv,EElp,326.26
AAdk,BBrz,CChv,DDnt,EEfx,327.31
AAdk,BBrz,CChv,DDtv,EEdn,841.36
AAdk,BBtw,CChv,DDnt,EEdn,330.69
AAdk,BBtw,CChv,DDtv,EEmn,971.17
AAdk,BBtw,CChv,DDnt,EEfh,205.73
AAdk,BBtw,CChv,DDtv,EElp,994.47
AAdk,BBtw,CChv,DDnt,EEfx,613.87
AAdk,BBtw,CChv,DDtv,EEdn,359.45
AAdk,BBst,CChv,DDnt,EEdn,364.84
AAdk,BBst,CChv,DDtv,EEmn,496.07
AAdk,BBst,CChv,DDnt,EEfh,498.13
AAdk,BBst,CChv,DDtv,EElp,757.85
AAdk,BBst,CChv,DDnt,EEfx,759.2
AAdk,BBst,CChv,DDtv,EEdn,895.99
