Import-AAdk,BB,CC,DD,EE,Value
AA,BB,CC,DD,EE,Value
AAdk,BBtw,CChv,DDnt,EEdn,513.93
AAdk,BBtw,CChv,DDtv,EEmn,899.05
AAdk,BBtw,CChv,DDnt,EEfh,261.7
AAdk,BBtw,CChv,DDtv,EElp,135.56
AAdk,BBtw,CChv,DDnt,EEfx,395.34
AAdk,BBtw,CChv,DDtv,EEdn,532.3
AAdk,BBst,CChv,DDnt,EEdn,661.8
AAdk,BBst,CChv,DDtv,EEmn,791.8
AAdk,BBst,CChv,DDnt,EEfh,664.27
AAdk,BBst,CChv,DDtv,EElp,409.01
AAdk,BBst,CChv,DDnt,EEfx,407.23
AAdk,BBst,CChv,DDtv,EEdn,156.44
AAdk,BBrz,CChv,DDnt,EEdn,541.49
AAdk,BBrz,CChv,DDtv,EEmn,682.05
AAdk,BBrz,CChv,DDnt,EEfh,703.96
AAdk,BBrz,CChv,DDtv,EElp,456.56
AAdk,BBrz,CChv,DDnt,EEfx,585.61
AAdk,BBrz,CChv,DDtv,EEdn,80.48
AAdk,BBtw,CChv,DDnt,EEdn,722.13
AAdk,BBtw,CChv,DDtv,EEmn,210.45
AAdk,BBtw,CChv,DDnt,EEfh,856.19
AAdk,BBtw,CChv,DDtv,EElp,217.68
AAdk,BBtw,CChv,DDnt,EEfx,732.89
AAdk,BBtw,CChv,DDtv,EEdn,350.61
AAdk,BBst,CChv,DDnt,EEdn,99.4
AAdk,BBst,CChv,DDtv,EEmn,746.98
AAdk,BBst,CChv,DDnt,EEfh,625.59
AAdk,BBst,CChv,DDtv,EElp,754.69
AAdk,BBst,CChv,DDnt,EEfx,116.28
AAdk,BBst,CChv,DDtv,EEdn,633.95
