Import-AAdk,BB,CC,DD,Value
AA,BB,CC,DD,Value
AAdk,BBtw,CChv,DDnt,384.75
AAdk,BBtw,CCst,DDnw,136.36
AAdk,BBtw,CCbx,DDrz,522.74
AAdk,BBtw,CChv,DDcl,12.57
AAdk,BBtw,CCst,DDlp,270.68
AAdk,BBtw,CCbx,DDcs,910.8
AAdk,BBtw,CChv,DDhm,400.75
AAdk,BBtw,CCst,DDnt,148.36
AAdk,BBtw,CCbx,DDnw,537.16
AAdk,BBrv,CChv,DDnt,409.48
AAdk,BBrv,CCst,DDnw,157.03
AAdk,BBrv,CCbx,DDrz,798.64
AAdk,BBrv,CChv,DDcl,544.15
AAdk,BBrv,CCst,DDlp,72.77
AAdk,BBrv,CCbx,DDcs,585.8
AAdk,BBrv,CChv,DDhm,458.75
AAdk,BBrv,CCst,DDnt,979.55
AAdk,BBrv,CCbx,DDnw,211.83
AAdk,BBtw,CChv,DDnt,95.98
AAdk,BBtw,CCst,DDnw,352.83
AAdk,BBtw,CCbx,DDrz,357.18
AAdk,BBtw,CChv,DDcl,621.78
AAdk,BBtw,CCst,DDlp,366.88
AAdk,BBtw,CCbx,DDcs,494.79
AAdk,BBtw,CChv,DDhm,624.1
AAdk,BBtw,CCst,DDnt,883.19
AAdk,BBtw,CCbx,DDnw,506.88
