AAdk-Export,BB,CC,DD,Value
AA,BB,CC,DD,Value
AAdk,BBtw,CChv,DDnt,515.05
AAdk,BBtw,CCst,DDnw,276.96
AAdk,BBtw,CCbx,DDrz,152.21
AAdk,BBtw,CChv,DDcl,25.32
AAdk,BBtw,CCst,DDlp,793.9
AAdk,BBtw,CCbx,DDcs,281.12
AAdk,BBtw,CChv,DDhm,25.4
AAdk,BBtw,CCst,DDnt,933.67
AAdk,BBtw,CCbx,DDnw,549.86
AAdk,BBrv,CChv,DDnt,173.16
AAdk,BBrv,CCst,DDnw,46.87
AAdk,BBrv,CCbx,DDrz,177.47
AAdk,BBrv,CChv,DDcl,562.96
AAdk,BBrv,CCst,DDlp,565.64
AAdk,BBrv,CCbx,DDcs,58.14
AAdk,BBrv,CChv,DDhm,442.9
AAdk,BBrv,CCst,DDnt,956.0
AAdk,BBrv,CCbx,DDnw,332.56
AAdk,BBtw,CChv,DDnt,720.1
AAdk,BBtw,CCst,DDnw,852.18
AAdk,BBtw,CCbx,DDrz,730.53
AAdk,BBtw,CChv,DDcl,347.74
AAdk,BBtw,CCst,DDlp,100.61
AAdk,BBtw,CCbx,DDcs,101.24
AAdk,BBtw,CChv,DDhm,102.96
AAdk,BBtw,CCst,DDnt,240.39
AAdk,BBtw,CCbx,DDnw,890.5
