AAdk-Export,BB,CC,DD,Value
AA,BB,CC,DD,Value
AAdk,BBtw,CChv,DDnt,262.89
AAdk,BBtw,CCst,DDnw,648.91
AAdk,BBtw,CChv,DDrz,13.43
AAdk,BBtw,CCst,DDcl,270.59
AAdk,BBtw,CChv,DDlp,917.36
AAdk,BBtw,CCst,DDnt,32.63
AAdk,BBrv,CChv,DDnt,810.26
AAdk,BBrv,CCst,DDnw,432.97
AAdk,BBrv,CChv,DDrz,561.42
AAdk,BBrv,CCst,DDcl,309.07
AAdk,BBrv,CChv,DDlp,314.36
AAdk,BBrv,CCst,DDnt,61.4
AAdk,BBmn,CChv,DDnt,324.95
AAdk,BBmn,CCst,DDnw,836.14
AAdk,BBmn,CChv,DDrz,82.81
AAdk,BBmn,CCst,DDcl,467.51
AAdk,BBmn,CChv,DDlp,599.6
AAdk,BBmn,CCst,DDnt,730.62
AAdk,BBtw,CChv,DDnt,94.86
AAdk,BBtw,CCst,DDnw,996.76
AAdk,BBtw,CChv,DDrz,231.0
AAdk,BBtw,CCst,DDcl,618.94
AAdk,BBtw,CChv,DDlp,749.99
AAdk,BBtw,CCst,DDnt,496.11
