Import-AAdk,BB,CC,DD,EE,Value
AA,BB,CC,DD,EE,Value
AAdk,BBtw,CChv,DDnt,EEdn,129.68
AAdk,BBtw,CChv,DDtv,EEmn,131.7
AAdk,BBtw,CChv,DDnt,EEfh,262.44
AAdk,BBtw,CChv,DDtv,EElp,265.64
AAdk,BBtw,CChv,DDnt,EEfx,521.42
AAdk,BBtw,CChv,DDtv,EEhr,526.46
AAdk,BBst,CChv,DDnt,EEdn,790.47
AAdk,BBst,CChv,DDtv,EEmn,154.18
AAdk,BBst,CChv,DDnt,EEfh,156.04
AAdk,BBst,CChv,DDtv,EElp,799.26
AAdk,BBst,CChv,DDnt,EEfx,164.05
AAdk,BBst,CChv,DDtv,EEhr,296.32
AAdk,BBrz,CChv,DDnt,EEdn,822.13
AAdk,BBrz,CChv,DDtv,EEmn,183.32
AAdk,BBrz,CChv,DDnt,EEfh,959.52
AAdk,BBrz,CChv,DDtv,EElp,575.03
AAdk,BBrz,CChv,DDnt,EEfx,833.58
AAdk,BBrz,CChv,DDtv,EEhr,74.49
AAdk,BBtw,CChv,DDnt,EEdn,970.08
AAdk,BBtw,CChv,DDtv,EEmn,212.75
AAdk,BBtw,CChv,DDnt,EEfh,219.81
AAdk,BBtw,CChv,DDtv,EElp,220.3
AAdk,BBtw,CChv,DDnt,EEfx,732.78
AAdk,BBtw,CChv,DDtv,EEhr,353.79
AAdk,BBst,CChv,DDnt,EEdn,359.65
AAdk,BBst,CChv,DDtv,EEmn,880.72
AAdk,BBst,CChv,DDnt,EEfh,500.17
AAdk,BBst,CChv,DDtv,EElp,500.99
AAdk,BBst,CChv,DDnt,EEfx,503.5
AAdk,BBst,CChv,DDtv,EEhr,506.09
