AAdk-Export,BB,CC,DD,Value
AA,BB,CC,DD,Value
AAdk,BBtw,CChv,DDnt,897.95
AAdk,BBtw,CCst,DDnw,261.8
AAdk,BBtw,CCbx,DDrz,261.04
AAdk,BBtw,CChv,DDcl,780.64
AAdk,BBtw,CCst,DDlp,22.69
AAdk,BBtw,CCbx,DDcs,668.99
AAdk,BBtw,CChv,DDhm,672.74
AAdk,BBtw,CCst,DDdf,930.37
AAdk,BBtw,CCbx,DDjn,807.92
AAdk,BBrv,CChv,DDnt,315.03
AAdk,BBrv,CCst,DDnw,316.08
AAdk,BBrv,CCbx,DDrz,59.37
AAdk,BBrv,CChv,DDcl,63.44
AAdk,BBrv,CCst,DDlp,86.57
AAdk,BBrv,CCbx,DDcs,344.6
AAdk,BBrv,CChv,DDhm,472.24
AAdk,BBrv,CCst,DDdf,475.85
AAdk,BBrv,CCbx,DDjn,223.86
AAdk,BBtw,CChv,DDnt,482.2
AAdk,BBtw,CCst,DDnw,994.99
AAdk,BBtw,CCbx,DDrz,229.16
AAdk,BBtw,CChv,DDcl,230.34
AAdk,BBtw,CCst,DDlp,112.83
AAdk,BBtw,CCbx,DDcs,882.91
AAdk,BBtw,CChv,DDhm,505.63
AAdk,BBtw,CCst,DDdf,763.84
AAdk,BBtw,CCbx,DDjn,892.24
