Import-AAdk,BB,CC,DD,Value
AA,BB,CC,DD,Value
AAdk,BBtw,CChv,DDnt,132.4
AAdk,BBtw,CCst,DDnw,12.81
AAdk,BBtw,CCbx,DDrz,276.34
AAdk,BBtw,CChv,DDcl,149.73
AAdk,BBtw,CCst,DDlp,791.19
AAdk,BBtw,CCbx,DDcs,922.67
AAdk,BBtw,CChv,DDhm,667.07
AAdk,BBtw,CCst,DDdf,803.8
AAdk,BBtw,CCbx,DDnt,682.2
AAdk,BBrv,CChv,DDnt,684.31
AAdk,BBrv,CCst,DDnw,557.12
AAdk,BBrv,CCbx,DDrz,49.56
AAdk,BBrv,CChv,DDcl,821.81
AAdk,BBrv,CCst,DDlp,438.04
AAdk,BBrv,CCbx,DDcs,55.76
AAdk,BBrv,CChv,DDhm,823.4
AAdk,BBrv,CCst,DDdf,575.85
AAdk,BBrv,CCbx,DDnt,581.6
AAdk,BBmn,CChv,DDnt,584.27
AAdk,BBmn,CCst,DDnw,969.95
AAdk,BBmn,CCbx,DDrz,713.8
AAdk,BBmn,CChv,DDcl,848.64
AAdk,BBmn,CCst,DDlp,850.32
AAdk,BBmn,CCbx,DDcs,597.21
AAdk,BBmn,CChv,DDhm,343.16
AAdk,BBmn,CCst,DDdf,734.78
AAdk,BBmn,CCbx,DDnt,482.4
AAdk,BBtw,CChv,DDnt,740.18
AAdk,BBtw,CCst,DDnw,870.73
AAdk,BBtw,CCbx,DDrz,359.74
AAdk,BBtw,CChv,DDcl,366.49
AAdk,BBtw,CCst,DDlp,110.63
AAdk,BBtw,CCbx,DDcs,497.24
AAdk,BBtw,CChv,DDhm,115.2
AAdk,BBtw,CCst,DDdf,118.32
AAdk,BBtw,CCbx,DDnt,766.98
