AAdk-Export,BB,CC,DD,Value
AA,BB,CC,DD,Value
AAdk,BBtw,CChv,DDnt,257.12
AAdk,BBtw,CCst,DDnw,647.06
AAdk,BBtw,CChv,DDrz,905.48
AAdk,BBtw,CCst,DDcl,138.32
AAdk,BBtw,CChv,DDlp,524.36
AAdk,BBtw,CCst,DDnt,398.46
AAdk,BBrv,CChv,DDnt,399.18
AAdk,BBrv,CCst,DDnw,788.63
AAdk,BBrv,CChv,DDrz,283.89
AAdk,BBrv,CCst,DDcl,412.65
AAdk,BBrv,CChv,DDlp,290.51
AAdk,BBrv,CCst,DDnt,819.7
AAdk,BBmn,CChv,DDnt,445.0
AAdk,BBmn,CCst,DDnw,191.4
AAdk,BBmn,CChv,DDrz,192.63
AAdk,BBmn,CCst,DDcl,448.35
AAdk,BBmn,CChv,DDlp,840.64
AAdk,BBmn,CCst,DDnt,976.73
AAdk,BBtw,CChv,DDnt,983.72
AAdk,BBtw,CCst,DDnw,228.25
AAdk,BBtw,CChv,DDrz,485.72
AAdk,BBtw,CCst,DDcl,617.31
AAdk,BBtw,CChv,DDlp,493.57
AAdk,BBtw,CCst,DDnt,369.59
