AA,BB,CC,Value
AA,BB,CC,Value
AAdk,BBtw,CChv,0.87
AAdk,BBdn,CCrv,0.63
AAdk,BBnw,CCtv,2.51
AAdk,BBtw,CCrz,0.26
AAdk,BBdn,CCfh,3.79
AAdk,BBnw,CCdl,5.87
AAdk,BBtw,CCjz,6.69
AAdk,BBdn,CCcs,6.42
AAdk,BBnw,CCcp,7.25
AAnt,BBtw,CChv,7.8
AAnt,BBdn,CCrv,6.1
AAnt,BBnw,CCtv,8.28
AAnt,BBtw,CCrz,12.7
AAnt,BBdn,CCfh,9.02
AAnt,BBnw,CCdl,14.56
AAnt,BBtw,CCjz,15.66
AAnt,BBdn,CCcs,2.09
AAnt,BBnw,CCcp,12.33
AAst,BBtw,CChv,18.39
AAst,BBdn,CCrv,20.84
AAst,BBnw,CCtv,21.01
AAst,BBtw,CCrz,21.49
AAst,BBdn,CCfh,22.32
AAst,BBnw,CCdl,22.09
AAst,BBtw,CCjz,26.55
AAst,BBdn,CCcs,27.52
AAst,BBnw,CCcp,27.46
