AAdk-Export,BB,CC,DD,EE,Value
AA,BB,CC,DD,EE,Value
AAdk,BBtw,CChv,DDnt,EEdn,265.15
AAdk,BBtw,CChv,DDtv,EEmn,274.08
AAdk,BBtw,CChv,DDnt,EEfh,19.96
AAdk,BBtw,CChv,DDtv,EElp,530.25
AAdk,BBtw,CChv,DDnt,EEfx,536.91
AAdk,BBtw,CChv,DDtv,EEdn,792.22
AAdk,BBst,CChv,DDnt,EEdn,410.36
AAdk,BBst,CChv,DDtv,EEmn,283.92
AAdk,BBst,CChv,DDnt,EEfh,159.89
AAdk,BBst,CChv,DDtv,EElp,160.55
AAdk,BBst,CChv,DDnt,EEfx,420.71
AAdk,BBst,CChv,DDtv,EEdn,939.7
AAdk,BBrz,CChv,DDnt,EEdn,813.01
AAdk,BBrz,CChv,DDtv,EEmn,693.1
AAdk,BBrz,CChv,DDnt,EEfh,313.57
AAdk,BBrz,CChv,DDtv,EElp,446.97
AAdk,BBrz,CChv,DDnt,EEfx,63.48
AAdk,BBrz,CChv,DDtv,EEdn,962.47
AAdk,BBtw,CChv,DDnt,EEdn,579.28
AAdk,BBtw,CChv,DDtv,EEmn,331.58
AAdk,BBtw,CChv,DDnt,EEfh,843.04
AAdk,BBtw,CChv,DDtv,EElp,82.02
AAdk,BBtw,CChv,DDnt,EEfx,979.55
AAdk,BBtw,CChv,DDtv,EEdn,609.03
AAdk,BBst,CChv,DDnt,EEdn,483.96
AAdk,BBst,CChv,DDtv,EEmn,615.68
AAdk,BBst,CChv,DDnt,EEfh,367.73
AAdk,BBst,CChv,DDtv,EElp,754.44
AAdk,BBst,CChv,DDnt,EEfx,629.94
AAdk,BBst,CChv,DDtv,EEdn,376.69
