Import-AAdk,BB,CC,DD,EE,Value
AA,BB,CC,DD,EE,Value
AAdk,BBtw,CChv,DDnt,EEdn,128.57
AAdk,BBtw,CChv,DDtv,EEmn,388.92
AAdk,BBtw,CChv,DDnt,EEfh,644.87
AAdk,BBtw,CChv,DDtv,EElp,136.92
AAdk,BBtw,CChv,DDnt,EEfx,905.3
AAdk,BBtw,CChv,DDtv,EEdn,268.84
AAdk,BBst,CChv,DDnt,EEdn,656.08
AAdk,BBst,CChv,DDtv,EEmn,912.2
AAdk,BBst,CChv,DDnt,EEfh,661.57
AAdk,BBst,CChv,DDtv,EElp,664.22
AAdk,BBst,CChv,DDnt,EEfx,666.77
AAdk,BBst,CChv,DDtv,EEdn,34.95
AAdk,BBrz,CChv,DDnt,EEdn,679.87
AAdk,BBrz,CChv,DDtv,EEmn,935.93
AAdk,BBrz,CChv,DDnt,EEfh,700.1
AAdk,BBrz,CChv,DDtv,EElp,127.4
AAdk,BBrz,CChv,DDnt,EEfx,200.6
AAdk,BBrz,CChv,DDtv,EEdn,459.39
AAdk,BBtw,CChv,DDnt,EEdn,589.8
AAdk,BBtw,CChv,DDtv,EEmn,849.63
AAdk,BBtw,CChv,DDnt,EEfh,850.93
AAdk,BBtw,CChv,DDtv,EElp,346.61
AAdk,BBtw,CChv,DDnt,EEfx,733.57
AAdk,BBtw,CChv,DDtv,EEdn,738.26
AAdk,BBst,CChv,DDnt,EEdn,364.61
AAdk,BBst,CChv,DDtv,EEmn,109.74
AAdk,BBst,CChv,DDnt,EEfh,375.97
AAdk,BBst,CChv,DDtv,EElp,635.36
AAdk,BBst,CChv,DDnt,EEfx,253.2
AAdk,BBst,CChv,DDtv,EEdn,767.97
