AAdk-Export,BB,CC,DD,Value
AA,BB,CC,DD,Value
AAdk,BBtw,CChv,DDnt,643.57
AAdk,BBtw,CCst,DDnw,650.45
AAdk,BBtw,CCbx,DDrz,394.7
AAdk,BBtw,CChv,DDcl,781.65
AAdk,BBtw,CCst,DDlp,142.09
AAdk,BBtw,CCbx,DDcs,653.56
AAdk,BBtw,CChv,DDhm,20.34
AAdk,BBtw,CCst,DDdf,284.2
AAdk,BBtw,CCbx,DDnt,417.76
AAdk,BBrv,CChv,DDnt,930.36
AAdk,BBrv,CCst,DDnw,803.56
AAdk,BBrv,CCbx,DDrz,293.72
AAdk,BBrv,CChv,DDcl,43.28
AAdk,BBrv,CCst,DDlp,47.33
AAdk,BBrv,CCbx,DDcs,175.84
AAdk,BBrv,CChv,DDhm,187.87
AAdk,BBrv,CCst,DDdf,317.53
AAdk,BBrv,CCbx,DDnt,446.07
AAdk,BBtw,CChv,DDnt,578.52
AAdk,BBtw,CCst,DDnw,597.92
AAdk,BBtw,CCbx,DDrz,475.84
AAdk,BBtw,CChv,DDcl,219.78
AAdk,BBtw,CCst,DDlp,871.35
AAdk,BBtw,CCbx,DDcs,105.07
AAdk,BBtw,CChv,DDhm,884.19
AAdk,BBtw,CCst,DDdf,246.55
AAdk,BBtw,CCbx,DDnt,377.09
