AAdk-Export,BB,CC,DD,Value
AA,BB,CC,DD,Value
AAdk,BBtw,CChv,DDnt,576.84
AAdk,BBtw,CCst,DDnw,318.64
AAdk,BBtw,CCbx,DDrz,578.68
AAdk,BBtw,CChv,DDcl,995.2
AAdk,BBtw,CCst,DDlp,260.33
AAdk,BBtw,CCbx,DDcs,389.84
AAdk,BBrv,CChv,DDnt,38.96
AAdk,BBrv,CCst,DDnw,870.72
AAdk,BBrv,CCbx,DDrz,360.82
AAdk,BBrv,CChv,DDcl,610.37
AAdk,BBrv,CCst,DDlp,473.49
AAdk,BBrv,CCbx,DDcs,752.66
AAdk,BBtw,CChv,DDnt,881.1
AAdk,BBtw,CCst,DDnw,214.71
AAdk,BBtw,CCbx,DDrz,632.63
AAdk,BBtw,CChv,DDcl,409.68
AAdk,BBtw,CCst,DDlp,25.69
AAdk,BBtw,CCbx,DDcs,607.87
