AAdk-Export,BB,CC,DD,Value
AA,BB,CC,DD,Value
AAdk,BBtw,CChv,DDnt,271.48
AAdk,BBtw,CCst,DDnw,401.03
AAdk,BBtw,CChv,DDrz,401.1
AAdk,BBtw,CCst,DDcl,31.31
AAdk,BBtw,CChv,DDlp,429.53
AAdk,BBtw,CCst,DDcs,819.04
AAdk,BBrv,CChv,DDnt,320.11
AAdk,BBrv,CCst,DDnw,453.03
AAdk,BBrv,CChv,DDrz,840.39
AAdk,BBrv,CCst,DDcl,968.89
AAdk,BBrv,CChv,DDlp,338.7
AAdk,BBrv,CCst,DDcs,723.75
AAdk,BBmn,CChv,DDnt,596.28
AAdk,BBmn,CCst,DDnw,597.24
AAdk,BBmn,CChv,DDrz,598.44
AAdk,BBmn,CCst,DDcl,472.74
AAdk,BBmn,CChv,DDlp,223.67
AAdk,BBmn,CCst,DDcs,351.21
AAdk,BBtw,CChv,DDnt,866.9
AAdk,BBtw,CCst,DDnw,618.97
AAdk,BBtw,CChv,DDrz,621.2
AAdk,BBtw,CCst,DDcl,115.71
AAdk,BBtw,CChv,DDlp,885.17
AAdk,BBtw,CCst,DDcs,245.58
