AAdk-Export,BB,CC,DD,Value
AA,BB,CC,DD,Value
AAdk,BBtw,CChv,DDnt,516.31
AAdk,BBtw,CCst,DDnw,925.18
AAdk,BBtw,CCbx,DDrz,287.49
AAdk,BBtw,CChv,DDcl,160.05
AAdk,BBtw,CCst,DDlp,38.06
AAdk,BBtw,CCbx,DDcs,811.72
AAdk,BBtw,CChv,DDhm,557.04
AAdk,BBtw,CCst,DDnt,304.07
AAdk,BBtw,CCbx,DDnw,436.54
AAdk,BBrv,CChv,DDnt,53.7
AAdk,BBrv,CCst,DDnw,52.68
AAdk,BBrv,CCbx,DDrz,55.56
AAdk,BBrv,CChv,DDcl,824.3
AAdk,BBrv,CCst,DDlp,700.49
AAdk,BBrv,CCbx,DDcs,961.04
AAdk,BBrv,CChv,DDhm,195.36
AAdk,BBrv,CCst,DDnt,329.86
AAdk,BBrv,CCbx,DDnw,592.08
AAdk,BBtw,CChv,DDnt,465.62
AAdk,BBtw,CCst,DDnw,83.39
AAdk,BBtw,CCbx,DDrz,727.46
AAdk,BBtw,CChv,DDcl,217.84
AAdk,BBtw,CCst,DDlp,866.83
AAdk,BBtw,CCbx,DDcs,356.08
AAdk,BBtw,CChv,DDhm,503.66
AAdk,BBtw,CCst,DDnt,505.33
AAdk,BBtw,CCbx,DDnw,254.52
