Import-AAdk,BB,CC,DD,EE,Value
AA,BB,CC,DD,EE,Value
AAdk,BBtw,CChv,DDnt,EEdn,636.11
AAdk,BBtw,CChv,DDtv,EEmn,643.16
AAdk,BBtw,CChv,DDnt,EEfh,773.77
AAdk,BBtw,CChv,DDtv,EElp,792.89
AAdk,BBtw,CChv,DDnt,EEfx,938.09
AAdk,BBtw,CChv,DDtv,EEhr,298.69
AAdk,BBst,CChv,DDnt,EEdn,427.63
AAdk,BBst,CChv,DDtv,EEmn,173.61
AAdk,BBst,CChv,DDnt,EEfh,554.5
AAdk,BBst,CChv,DDtv,EElp,690.59
AAdk,BBst,CChv,DDnt,EEfx,63.34
AAdk,BBst,CChv,DDtv,EEhr,586.4
AAdk,BBtw,CChv,DDnt,EEdn,332.23
AAdk,BBtw,CChv,DDtv,EEmn,590.74
AAdk,BBtw,CChv,DDnt,EEfh,338.3
AAdk,BBtw,CChv,DDtv,EElp,340.94
AAdk,BBtw,CChv,DDnt,EEfx,730.09
AAdk,BBtw,CChv,DDtv,EEhr,732.34
AAdk,BBst,CChv,DDnt,EEdn,487.5
AAdk,BBst,CChv,DDtv,EEmn,496.08
AAdk,BBst,CChv,DDnt,EEfh,626.16
AAdk,BBst,CChv,DDtv,EElp,628.67
AAdk,BBst,CChv,DDnt,EEfx,120.62
AAdk,BBst,CChv,DDtv,EEhr,508.54
