AAdk-Export,BB,CC,DD,Value
AA,BB,CC,DD,Value
AAdk,BBtw,CChv,DDnt,647.59
AAdk,BBtw,CCst,DDnw,656.84
AAdk,BBtw,CChv,DDrz,530.11
AAdk,BBtw,CCst,DDcl,915.68
AAdk,BBtw,CChv,DDlp,21.37
AAdk,BBtw,CCst,DDnt,153.87
AAdk,BBrv,CChv,DDnt,26.81
AAdk,BBrv,CCst,DDnw,928.08
AAdk,BBrv,CChv,DDrz,165.38
AAdk,BBrv,CCst,DDcl,41.2
AAdk,BBrv,CChv,DDlp,172.3
AAdk,BBrv,CCst,DDnt,815.0
AAdk,BBmn,CChv,DDnt,561.66
AAdk,BBmn,CCst,DDnw,183.83
AAdk,BBmn,CChv,DDrz,697.67
AAdk,BBmn,CCst,DDcl,444.78
AAdk,BBmn,CChv,DDlp,62.6
AAdk,BBmn,CCst,DDnt,80.74
AAdk,BBtw,CChv,DDnt,981.19
AAdk,BBtw,CCst,DDnw,855.83
AAdk,BBtw,CChv,DDrz,991.35
AAdk,BBtw,CCst,DDcl,114.62
AAdk,BBtw,CChv,DDlp,499.07
AAdk,BBtw,CCst,DDnt,252.67
