Import-AAdk,BB,CC,DD,Value
AA,BB,CC,DD,Value
AAdk,BBtw,CChv,DDnt,320.85
AAdk,BBtw,CCst,DDnw,608.72
AAdk,BBtw,CChv,DDrz,673.54
AAdk,BBtw,CCst,DDcl,66.16
AAdk,BBtw,CChv,DDlp,453.2
AAdk,BBtw,CCst,DDcs,549.95
AAdk,BBrv,CChv,DDnt,997.66
AAdk,BBrv,CCst,DDnw,653.85
AAdk,BBrv,CChv,DDrz,592.54
AAdk,BBrv,CCst,DDcl,466.14
AAdk,BBrv,CChv,DDlp,370.93
AAdk,BBrv,CCst,DDcs,340.78
AAdk,BBtw,CChv,DDnt,114.75
AAdk,BBtw,CCst,DDnw,406.61
AAdk,BBtw,CChv,DDrz,246.66
AAdk,BBtw,CCst,DDcl,696.72
AAdk,BBtw,CChv,DDlp,984.03
AAdk,BBtw,CCst,DDcs,795.3
