Import-AAdk,BB,CC,DD,Value
AA,BB,CC,DD,Value
AAdk,BBtw,CChv,DDnt,129.18
AAdk,BBtw,CCst,DDnw,516.99
AAdk,BBtw,CCbx,DDrz,780.05
AAdk,BBtw,CChv,DDcl,269.39
AAdk,BBtw,CCst,DDlp,908.94
AAdk,BBtw,CCbx,DDcs,785.55
AAdk,BBtw,CChv,DDhm,915.65
AAdk,BBtw,CCst,DDdf,787.54
AAdk,BBtw,CCbx,DDjn,922.4
AAdk,BBrv,CChv,DDnt,795.21
AAdk,BBrv,CCst,DDnw,288.22
AAdk,BBrv,CCbx,DDrz,417.97
AAdk,BBrv,CChv,DDcl,675.81
AAdk,BBrv,CCst,DDlp,292.08
AAdk,BBrv,CCbx,DDcs,933.25
AAdk,BBrv,CChv,DDhm,556.94
AAdk,BBrv,CCst,DDdf,813.97
AAdk,BBrv,CCbx,DDjn,816.9
AAdk,BBmn,CChv,DDnt,957.38
AAdk,BBmn,CCst,DDnw,840.36
AAdk,BBmn,CCbx,DDrz,76.22
AAdk,BBmn,CChv,DDcl,972.54
AAdk,BBmn,CCst,DDlp,81.99
AAdk,BBmn,CCbx,DDcs,211.33
AAdk,BBmn,CChv,DDhm,470.78
AAdk,BBmn,CCst,DDdf,220.82
AAdk,BBmn,CCbx,DDjn,350.33
AAdk,BBtw,CChv,DDnt,736.57
AAdk,BBtw,CCst,DDnw,609.67
AAdk,BBtw,CCbx,DDrz,737.31
AAdk,BBtw,CChv,DDcl,233.58
AAdk,BBtw,CCst,DDlp,886.63
AAdk,BBtw,CCbx,DDcs,375.86
AAdk,BBtw,CChv,DDhm,120.39
AAdk,BBtw,CCst,DDdf,891.27
AAdk,BBtw,CCbx,DDjn,380.38
