AAdk-Export,BB,CC,DD,Value
AA,BB,CC,DD,Value
AAdk,BBtw,CChv,DDnt,386.93
AAdk,BBtw,CCst,DDnw,264.06
AAdk,BBtw,CCbx,DDrz,14.03
AAdk,BBtw,CChv,DDcl,659.29
AAdk,BBtw,CCst,DDlp,20.95
AAdk,BBtw,CCbx,DDcs,790.5
AAdk,BBrv,CChv,DDnt,279.97
AAdk,BBrv,CCst,DDnw,152.66
AAdk,BBrv,CCbx,DDrz,926.12
AAdk,BBrv,CChv,DDcl,802.55
AAdk,BBrv,CCst,DDlp,41.62
AAdk,BBrv,CCbx,DDcs,815.18
AAdk,BBmn,CChv,DDnt,943.04
AAdk,BBmn,CCst,DDnw,706.77
AAdk,BBmn,CCbx,DDrz,970.56
AAdk,BBmn,CChv,DDcl,715.79
AAdk,BBmn,CCst,DDlp,589.07
AAdk,BBmn,CCbx,DDcs,594.59
AAdk,BBtw,CChv,DDnt,865.68
AAdk,BBtw,CCst,DDnw,993.64
AAdk,BBtw,CCbx,DDrz,227.67
AAdk,BBtw,CChv,DDcl,235.72
AAdk,BBtw,CCst,DDlp,630.38
AAdk,BBtw,CCbx,DDcs,507.92
