AA,BB,CC,DD,EE,Value
AA,BB,CC,DD,EE,Value
AAdk,BBtw,CChv,DDnt,EEdn,0.84
AAdk,BBtw,CChv,DDtv,EEmn,4.14
AAdk,BBtw,CChv,DDnt,EEfh,5.17
AAdk,BBtw,CChv,DDtv,EElp,5.56
AAdk,BBtw,CChv,DDnt,EEfx,6.48
AAdk,BBtw,CChv,DDtv,EEdn,8.29
AArv,BBst,CCnw,DDnt,EEdn,8.8
AArv,BBst,CCnw,DDtv,EEmn,8.18
AArv,BBst,CCnw,DDnt,EEfh,11.23
AArv,BBst,CCnw,DDtv,EElp,12.28
AArv,BBst,CCnw,DDnt,EEfx,11.3
AArv,BBst,CCnw,DDtv,EEdn,15.31
AAdk,BBtw,CCdt,DDnt,EEdn,21.07
AAdk,BBtw,CCdt,DDtv,EEmn,22.52
AAdk,BBtw,CCdt,DDnt,EEfh,23.15
AAdk,BBtw,CCdt,DDtv,EElp,23.22
AAdk,BBtw,CCdt,DDnt,EEfx,22.96
AAdk,BBtw,CCdt,DDtv,EEdn,23.02
AArv,BBst,CCdl,DDnt,EEdn,27.82
AArv,BBst,CCdl,DDtv,EEmn,27.15
AArv,BBst,CCdl,DDnt,EEfh,23.56
AArv,BBst,CCdl,DDtv,EElp,4.57
AArv,BBst,CCdl,DDnt,EEfx,25.67
AArv,BBst,CCdl,DDtv,EEdn,24.54
