AAdk-Export,BB,CC,DD,EE,Value
AA,BB,CC,DD,EE,Value
AAdk,BBtw,CChv,DDnt,EEdn,640.73
AAdk,BBtw,CChv,DDtv,EEmn,897.45
AAdk,BBtw,CChv,DDnt,EEfh,645.64
AAdk,BBtw,CChv,DDtv,EElp,777.64
AAdk,BBtw,CChv,DDnt,EEfx,782.18
AAdk,BBtw,CChv,DDtv,EEdn,533.73
AAdk,BBst,CChv,DDnt,EEdn,28.14
AAdk,BBst,CChv,DDtv,EEmn,812.22
AAdk,BBst,CChv,DDnt,EEfh,686.42
AAdk,BBst,CChv,DDtv,EElp,564.63
AAdk,BBst,CChv,DDnt,EEfx,698.34
AAdk,BBst,CChv,DDtv,EEdn,956.73
AAdk,BBtw,CChv,DDnt,EEdn,579.93
AAdk,BBtw,CChv,DDtv,EEmn,963.38
AAdk,BBtw,CChv,DDnt,EEfh,332.8
AAdk,BBtw,CChv,DDtv,EElp,593.26
AAdk,BBtw,CChv,DDnt,EEfx,981.71
AAdk,BBtw,CChv,DDtv,EEdn,602.55
AAdk,BBst,CChv,DDnt,EEdn,867.56
AAdk,BBst,CChv,DDtv,EEmn,741.32
AAdk,BBst,CChv,DDnt,EEfh,618.11
AAdk,BBst,CChv,DDtv,EElp,619.39
AAdk,BBst,CChv,DDnt,EEfx,367.22
AAdk,BBst,CChv,DDtv,EEdn,765.59
