Import-AAdk,BB,CC,DD,Value
AA,BB,CC,DD,Value
AAdk,BBtw,CChv,DDnt,520.49
AAdk,BBtw,CCst,DDnw,916.3
AAdk,BBtw,CChv,DDrz,277.16
AAdk,BBtw,CCst,DDcl,22.88
AAdk,BBtw,CChv,DDlp,790.23
AAdk,BBtw,CCst,DDnt,408.91
AAdk,BBrv,CChv,DDnt,406.76
AAdk,BBrv,CCst,DDnw,541.46
AAdk,BBrv,CChv,DDrz,545.15
AAdk,BBrv,CCst,DDcl,683.79
AAdk,BBrv,CChv,DDlp,699.6
AAdk,BBrv,CCst,DDnt,829.21
AAdk,BBmn,CChv,DDnt,830.9
AAdk,BBmn,CCst,DDnw,969.21
AAdk,BBmn,CChv,DDrz,202.14
AAdk,BBmn,CCst,DDcl,717.13
AAdk,BBmn,CChv,DDlp,338.56
AAdk,BBmn,CCst,DDnt,350.52
AAdk,BBtw,CChv,DDnt,608.44
AAdk,BBtw,CCst,DDnw,225.73
AAdk,BBtw,CChv,DDrz,482.61
AAdk,BBtw,CCst,DDcl,366.5
AAdk,BBtw,CChv,DDlp,495.0
AAdk,BBtw,CCst,DDnt,505.92
